,발생년,발생년월일시분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
1364,2018,2018-10-13 21:12,야,토,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,기타단일로,승용차,승용차,보행자,보행자,965793.0,1944290.0,127.1130146,37.49723603
1365,2018,2018-10-11 10:40,주,목,1,1,0,0,0,서울,성북구,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,958721.0,1956113.0,127.0323456,37.60351098
1366,2018,2018-04-28 02:58,야,토,1,1,0,0,0,서울,성북구,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로부근,이륜차,이륜차,이륜차,이륜차,958854.0,1955803.8,127.0338697,37.60073006
1367,2018,2018-02-13 04:50,야,화,1,1,0,0,0,서울,성북구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,959121.0,1956399.0,127.0368611,37.60610663
1368,2018,2018-03-10 01:17,야,토,1,1,0,0,0,서울,성북구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,959009.0,1955220.0,127.0356583,37.59547506
1369,2018,2018-08-21 06:20,주,화,1,1,0,0,0,서울,구로구,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,자전거,자전거,946176.0,1942533.0,126.8912244,37.48046447
1370,2018,2018-03-24 03:47,야,토,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,956552.0,1943581.0,127.0085157,37.49045686
1371,2018,2018-02-23 08:00,주,금,1,1,0,0,0,서울,양천구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,건설기계,건설기계,940550.0,1946385.0,126.8272841,37.51483774
1372,2018,2018-11-14 14:30,주,수,1,1,0,0,0,서울,노원구,차대차,측면충돌,측면충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,이륜차,이륜차,승용차,승용차,963839.0,1958244.0,127.0902211,37.62293375
1373,2018,2018-06-01 03:35,야,금,1,2,0,1,0,서울,노원구,차량단독,공작물충돌,공작물충돌,운전자법규위반,과속,단일로,기타단일로,이륜차,이륜차,없음,없음,962616.0,1962794.0,127.0761294,37.66389487
1374,2018,2018-03-13 02:00,야,화,1,2,1,0,0,서울,은평구,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,승용차,948085.0,1957300.0,126.9117701,37.61367048
1375,2018,2018-09-01 23:34,야,토,1,1,0,0,0,서울,서초구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,955147.0,1943257.0,126.9926427,37.48746935
1376,2018,2018-09-28 18:55,야,금,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,불명,불명,승용차,승용차,보행자,보행자,955814.0,1942162.0,127.0002529,37.47763189
1377,2018,2018-07-04 01:28,야,수,1,1,0,0,0,부산,동구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1140345.0,1680994.0,129.0400819,35.11434765
1378,2018,2018-10-04 12:50,주,목,1,1,0,0,0,부산,서구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,기타,기타,화물차,화물차,보행자,보행자,1138207.0,1679412.0,129.0163636,35.10038309
1379,2018,2018-10-02 15:09,주,화,1,2,0,0,1,부산,남구,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,특수차,특수차,1143781.4,1681847.2,129.0779271,35.12155335
1380,2018,2018-12-11 07:40,주,화,1,1,0,0,0,부산,수영구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,1147590.6,1686177.1,129.1204899,35.16003006
1381,2018,2018-06-19 09:22,주,화,1,1,0,0,0,부산,남구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,자전거,자전거,1144193.0,1683316.0,129.0826989,35.13473394
1382,2018,2018-03-31 13:41,주,토,1,1,0,0,0,부산,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,보행자,보행자,1147458.0,1682340.0,129.1183496,35.12546336
1383,2018,2018-04-04 08:15,주,수,1,2,0,1,0,부산,남구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,교량위,특수차,특수차,승용차,승용차,1142727.6,1684246.0,129.0667803,35.14332579
1384,2018,2018-08-22 17:35,주,수,1,1,0,0,0,부산,북구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,교량위,승용차,승용차,화물차,화물차,1137762.0,1694847.0,129.0140602,35.2395757
1385,2018,2018-03-22 14:20,주,목,1,1,0,0,0,부산,동래구,차대사람,보도통행중,보도통행중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승합차,승합차,보행자,보행자,1143677.0,1690903.0,129.0783583,35.20319517
1386,2018,2018-05-10 17:53,주,목,1,3,1,1,0,부산,부산진구,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,이륜차,승용차,승용차,1138253.0,1685186.0,129.0178337,35.15242409
1387,2018,2018-01-18 05:05,야,목,1,1,0,0,0,부산,부산진구,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1142539.9,1686764.0,129.0651552,35.16604926
1388,2018,2018-09-01 15:20,주,토,1,1,0,0,0,부산,부산진구,차대차,측면충돌,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,승용차,이륜차,이륜차,1142866.0,1687220.0,129.0688137,35.17011324
1389,2018,2018-03-03 22:10,야,토,1,1,0,0,0,부산,금정구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1144814.1,1696123.9,129.0917646,35.25009091
1390,2018,2018-01-09 20:20,야,화,1,2,0,1,0,부산,사하구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로횡단보도내,이륜차,이륜차,보행자,보행자,1134909.0,1675406.0,128.9795375,35.06471892
1391,2018,2018-12-24 03:22,야,월,1,1,0,0,0,부산,연제구,차대사람,차도통행중,차도통행중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1145534.0,1689236.0,129.0984568,35.18790185
1392,2018,2018-07-16 13:30,주,월,2,3,0,1,0,부산,강서구,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,교차로,교차로부근,특수차,특수차,특수차,특수차,1121694.0,1676258.0,128.8347715,35.07408074
1393,2018,2018-04-23 22:55,야,월,1,1,0,0,0,부산,사상구,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1134895.1,1686269.4,128.9811565,35.16264623
1394,2018,2018-08-25 03:05,야,토,1,1,0,0,0,경남,밀양시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,특수차,특수차,1115713.0,1717648.0,128.7750169,35.44790845
1395,2018,2018-11-18 03:00,야,일,1,1,0,0,0,경기,수원시,차대차,기타,기타,운전자법규위반,안전거리 미확보,교차로,교차로부근,이륜차,이륜차,화물차,화물차,955675.0,1921898.0,126.9998955,37.29497576
1396,2018,2018-06-08 06:45,주,금,1,5,1,2,1,경기,수원시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승합차,승합차,955897.0,1923105.0,127.0023285,37.30586577
1397,2018,2018-03-23 12:20,주,금,1,1,0,0,0,경기,수원시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,보행자,보행자,957023.0,1921580.0,127.0151225,37.2921727
1398,2018,2018-10-18 12:04,주,목,1,5,4,0,0,경기,성남시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,없음,없음,964941.0,1937878.0,127.1036813,37.43940951
1399,2018,2018-04-11 00:43,야,수,1,1,0,0,0,경기,성남시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,967936.0,1938211.0,127.1375226,37.4425197
1400,2018,2018-01-10 03:56,야,수,1,1,0,0,0,경기,성남시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,967140.0,1937281.0,127.1285656,37.43410914
1401,2018,2018-04-07 18:00,야,토,1,1,0,0,0,경기,평택시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,승용차,승용차,보행자,보행자,963602.0,1888821.0,127.0909399,36.9971646
1402,2018,2018-05-21 17:05,주,월,1,1,0,0,0,경기,평택시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,964298.0,1902972.0,127.0980894,37.12475003
1403,2018,2018-09-09 05:55,야,일,1,5,0,4,0,경기,평택시,차대차,기타,기타,운전자법규위반,과속,교차로,교차로내,승용차,승용차,승합차,승합차,958172.0,1890948.0,127.0297983,37.01611164
1404,2018,2018-10-24 16:05,주,수,1,1,0,0,0,경기,평택시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,건설기계,건설기계,보행자,보행자,950034.0,1888141.0,126.9385063,36.99041167
1405,2018,2018-11-09 06:20,주,금,1,1,0,0,0,경기,평택시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,963955.0,1891071.0,127.0947993,37.01746014
1406,2018,2018-11-26 05:33,야,월,1,1,0,0,0,경기,평택시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,950051.0,1883632.0,126.9389957,36.94976826
1407,2018,2018-12-20 05:10,야,목,1,1,0,0,0,경기,평택시,차대사람,횡단중,횡단중,운전자법규위반,과속,교차로,교차로내,승용차,승용차,보행자,보행자,963064.0,1889684.0,127.0848514,37.00492285
1408,2018,2018-05-18 15:10,주,금,1,3,0,2,0,경기,안성시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,976978.0,1885602.0,127.2413629,36.96857021
1409,2018,2018-07-03 12:00,주,화,1,1,0,0,0,경기,광주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,특수차,특수차,없음,없음,977335.0,1933573.0,127.2439178,37.40099227
1410,2018,2018-08-08 20:06,야,수,1,1,0,0,0,경기,광주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,973551.0,1934787.0,127.201121,37.41183457
1411,2018,2018-12-22 20:00,야,토,1,1,0,0,0,경기,여주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1011512.0,1932413.0,127.6300516,37.39074203
1412,2018,2018-09-06 01:20,야,목,1,2,0,0,1,경기,여주시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,없음,없음,1011800.0,1921133.0,127.6331255,37.28906176
1413,2018,2018-10-12 22:47,야,금,1,1,0,0,0,경기,용인시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,교량위,승용차,승용차,화물차,화물차,973991.0,1906958.0,127.207067,37.16099992
1414,2018,2018-11-14 00:45,야,수,1,1,0,0,0,경기,용인시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,978307.0,1914126.0,127.2554683,37.22572283
1415,2018,2018-07-14 15:13,주,토,1,1,0,0,0,경기,용인시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,없음,없음,973765.0,1907810.0,127.2044918,37.16867358
1416,2018,2018-07-04 09:25,주,수,1,1,0,0,0,경기,용인시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,보행자,보행자,961955.0,1914720.0,127.0711158,37.23055305
1417,2018,2018-04-05 11:18,주,목,1,1,0,0,0,경기,김포시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,화물차,화물차,930801.0,1960015.0,126.7156891,37.63700114
1418,2018,2018-05-29 20:24,야,화,1,1,0,0,0,경기,양평군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,건설기계,건설기계,1022122.0,1953786.0,127.750555,37.58319715
1419,2018,2018-10-16 17:37,주,화,1,1,0,0,0,경기,화성시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,953601.0,1909770.0,126.9772516,37.18555658
1420,2018,2018-01-23 06:28,주,화,1,1,0,0,0,경기,부천시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,934411.0,1943500.0,126.7580797,37.48841945
1421,2018,2018-08-31 23:42,야,금,1,2,1,0,0,경기,부천시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,승합차,보행자,보행자,936228.0,1944147.0,126.7785753,37.49437812
1422,2018,2018-09-07 00:23,야,금,1,1,0,0,0,경기,안산시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,자전거,자전거,917522.0,1920528.0,126.5696196,37.28002678
1423,2018,2018-08-20 10:22,주,월,1,1,0,0,0,경기,안산시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,937286.0,1926444.0,126.7920466,37.33489159
1424,2018,2018-04-09 10:30,주,월,1,2,1,0,0,경기,안산시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,승용차,승용차,916715.0,1914444.0,126.5611982,37.22512082
1425,2018,2018-04-02 21:05,야,월,1,1,0,0,0,경기,안산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,922342.0,1915569.0,126.6245024,37.23574624
1426,2018,2018-02-16 05:46,야,금,1,1,0,0,0,경기,안산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,941081.0,1924392.0,126.8350472,37.31664483
1427,2018,2018-10-17 14:22,주,수,1,1,0,0,0,경기,수원시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,962954.0,1918628.0,127.0821829,37.26581928
1428,2018,2018-11-17 05:50,야,토,1,1,0,0,0,경기,수원시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,956683.0,1917063.0,127.0115497,37.2514421
1429,2018,2018-09-02 02:50,야,일,1,2,0,1,0,경기,군포시,차대사람,횡단중,횡단중,운전자법규위반,과속,교차로,교차로내,승용차,승용차,보행자,보행자,949178.0,1928207.0,126.9261629,37.35150941
1430,2018,2018-02-15 02:10,야,목,1,3,0,2,0,경기,성남시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,971600.0,1937222.0,127.1789809,37.433725
1431,2018,2018-01-06 03:42,야,토,1,3,1,1,0,경기,시흥시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,승용차,승용차,938319.0,1940253.0,126.8025545,37.45942345
1432,2018,2018-04-11 02:43,야,수,1,1,0,0,0,경기,시흥시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,935575.0,1936501.0,126.7718573,37.4254194
1433,2018,2018-12-24 05:32,야,월,1,1,0,0,0,경기,안산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,943301.0,1926126.0,126.8599678,37.33241215
1434,2018,2018-01-11 23:00,야,목,1,3,2,0,0,경기,안성시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,979371.0,1885731.0,127.268243,36.96978859
1435,2018,2018-03-24 05:04,야,토,1,1,0,0,0,경기,성남시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,961245.0,1929892.0,127.0623204,37.36727982
1436,2018,2018-04-04 02:27,야,수,1,1,0,0,0,경기,용인시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,979038.0,1916425.0,127.2636437,37.24646273
1437,2018,2018-08-07 03:30,야,화,1,1,0,0,0,경기,군포시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,949691.0,1930899.0,126.931772,37.37580152
1438,2018,2018-01-11 22:10,야,목,1,1,0,0,0,경기,안산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,946592.0,1923075.0,126.8973351,37.30510725
1439,2018,2018-11-25 06:50,주,일,1,4,0,0,3,경기,남양주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,승용차,승용차,966907.0,1966664.0,127.1246052,37.69894073
1440,2018,2018-08-18 23:25,야,토,1,2,1,0,0,경기,의왕시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,없음,없음,956205.1,1932237.5,127.0052653,37.38819671
1441,2018,2018-12-24 19:50,야,월,1,1,0,0,0,경기,성남시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,963087.8,1935433.6,127.0828549,37.41730472
1442,2018,2018-03-26 03:50,야,월,1,1,0,0,0,경기,용인시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,967738.0,1921131.0,127.1360287,37.288559
1443,2018,2018-11-28 20:35,야,수,1,2,1,0,0,경기,화성시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,941773.0,1903381.0,126.8444975,37.12730584
1444,2018,2018-11-23 01:45,야,금,1,1,0,0,0,경기,화성시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,특수차,특수차,화물차,화물차,945435.0,1908881.0,126.8853199,37.17710185
1445,2018,2018-08-10 02:17,야,금,1,1,0,0,0,경기,화성시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,947818.0,1921411.0,126.9112857,37.29017843
1446,2018,2018-09-14 08:10,주,금,1,1,0,0,0,경기,화성시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,이륜차,건설기계,건설기계,943350.0,1915446.0,126.8613349,37.23615166
1447,2018,2018-05-09 00:17,야,수,1,1,0,0,0,경기,하남시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,973835.0,1949371.0,127.2038118,37.54329669
1448,2018,2018-02-01 16:30,주,목,1,1,0,0,0,경기,안양시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,보행자,보행자,945772.0,1934208.0,126.8872674,37.40540564
1449,2018,2018-12-28 00:30,야,금,1,1,0,0,0,경기,용인시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,963611.0,1924589.0,127.0893006,37.31957617
1450,2018,2018-11-04 14:15,주,일,1,1,0,0,0,강원,춘천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1024592.2,1996408.1,127.7799773,37.96729331
1451,2018,2018-12-26 10:20,주,수,1,1,0,0,0,강원,춘천시,차대차,정면충돌,정면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,1019601.8,1988140.5,127.7229379,37.89289943
1452,2018,2018-03-13 20:17,야,화,1,4,3,0,0,강원,강릉시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,화물차,화물차,1120947.4,1982281.1,128.8744176,37.83227874
1453,2018,2018-11-22 06:10,주,목,1,1,0,0,0,강원,강릉시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1123197.3,1973910.6,128.8985552,37.75655507
1454,2018,2018-02-13 14:00,주,화,1,1,0,0,0,강원,원주시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1023579.0,1909642.0,127.7656495,37.18525817
1455,2018,2018-07-21 05:00,야,토,1,1,0,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1038502.0,1925740.0,127.9346066,37.32986573
1456,2018,2018-12-20 21:00,야,목,1,2,1,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1035312.0,1916674.0,127.8981682,37.24827367
1457,2018,2018-11-15 01:25,야,목,1,1,0,0,0,강원,원주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,1038454.0,1926951.0,127.9341276,37.34078326
1458,2018,2018-01-12 15:05,주,금,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1038589.0,1928752.0,127.9357455,37.35701122
1459,2018,2018-10-25 06:10,주,목,1,1,0,0,0,강원,속초시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1095816.0,2024495.0,128.594529,38.21566393
1460,2018,2018-09-19 14:13,주,수,1,1,0,0,0,강원,양양군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,기타,기타,화물차,화물차,보행자,보행자,1098785.0,2013763.0,128.6269486,38.11863793
1461,2018,2018-09-17 18:45,야,월,1,1,0,0,0,강원,양양군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,지하차도(도로)내,화물차,화물차,보행자,보행자,1099001.0,2010814.0,128.6290033,38.09204088
1462,2018,2018-05-17 22:25,야,목,1,1,0,0,0,강원,홍천군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,없음,없음,1044758.0,1981027.0,128.0085997,37.82789765
1463,2018,2018-09-17 04:48,야,월,1,1,0,0,0,강원,평창군,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1106376.0,1964392.0,128.7062475,37.67289106
1464,2018,2018-02-23 18:15,야,금,1,2,1,0,0,강원,평창군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,없음,없음,1096207.0,1963735.0,128.5908699,37.66809323
1465,2018,2018-08-13 22:17,야,월,1,3,0,2,0,강원,태백시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,승용차,승용차,1132028.0,1907309.0,128.9868416,37.1551981
1466,2018,2018-11-27 10:34,주,화,1,1,0,0,0,강원,태백시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,1129700.0,1904519.0,128.9601491,37.13038262
1467,2018,2018-02-28 15:05,주,수,1,2,0,1,0,강원,태백시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,건설기계,건설기계,1131578.0,1917135.0,128.9835075,37.24380463
1468,2018,2018-12-03 15:50,주,월,1,1,0,0,0,강원,정선군,차대차,측면충돌,측면충돌,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,농기계,농기계,1121046.0,1934280.0,128.8675914,37.39973256
1469,2018,2018-10-01 19:00,야,월,1,1,0,0,0,강원,횡성군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1059329.1,1943090.9,128.1710822,37.48515565
1470,2018,2018-04-02 23:50,야,월,1,1,0,0,0,강원,인제군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1059941.0,2008475.0,128.1834072,38.07439689
1471,2018,2018-02-20 20:45,야,화,1,1,0,0,0,강원,고성군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,없음,없음,1088041.0,2023396.8,128.5055903,38.20656232
1472,2018,2018-09-08 13:30,주,토,1,5,4,0,0,강원,고성군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1079442.0,2049835.0,128.4103613,38.44560399
1473,2018,2018-02-06 02:20,야,화,1,2,1,0,0,강원,철원군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,없음,없음,994424.1,2026783.9,127.4362818,38.24137835
1474,2018,2018-11-20 17:29,주,화,1,1,0,0,0,강원,양구군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,기타,기타,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,1046803.5,2020534.4,128.0344209,38.18385543
1475,2018,2018-09-05 18:10,야,수,1,2,0,1,0,강원,양구군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,1054407.1,2029583.6,128.1219313,38.2649798
1476,2018,2018-01-22 18:00,야,월,1,1,0,0,0,충북,청주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,996390.0,1848769.0,127.4596185,36.63680553
1477,2018,2018-09-14 21:00,야,금,1,2,0,1,0,충북,청주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,이륜차,승용차,승용차,993416.0,1857095.0,127.4262798,36.71184781
