,발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
689,2022,2022-04-25 23:00,야,월,1,0,0,0,0,울산,중구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1166620,1731044,129.3384824,35.56140856
690,2022,2022-04-26 02:00,야,화,1,0,0,0,0,경북,포항시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1171676,1776532,129.40399039,35.97045247
691,2022,2022-04-26 03:00,야,화,1,0,0,0,0,경북,경주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1150256,1761301,129.16365009,35.83672064
692,2022,2022-04-26 05:00,야,화,1,0,0,0,0,경기,평택시,차대사람,차도통행중,차도통행중,기타,기타,기타,승용차,보행자,951866,1889453,126.95900877,37.00233367
693,2022,2022-04-26 16:00,주,화,1,0,0,0,0,경기,고양시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,941254,1962429,126.83396253,37.65948619
694,2022,2022-04-26 22:00,야,화,1,0,0,0,0,경북,구미시,차량단독,공작물충돌,공작물충돌,중앙선 침범,교차로,교차로부근,이륜차,없음,1082953,1793752,128.42198306,36.13726574
695,2022,2022-04-27 00:00,야,수,1,0,0,0,0,전북,무주군,차대사람,차도통행중,차도통행중,중앙선 침범,단일로,지하차도(도로)내,승용차,보행자,1018020,1780837,127.69999972,36.02420839
696,2022,2022-04-27 02:00,야,수,1,1,0,1,0,대구,서구,차대사람,기타,기타,기타,단일로,기타단일로,승용차,보행자,1095354,1762816,128.55606978,35.85725582
697,2022,2022-04-27 03:00,야,수,1,0,0,0,0,경기,안산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,942587,1925566,126.85195182,37.3273208
698,2022,2022-04-27 03:00,야,수,2,1,0,1,0,인천,미추홀구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,926059,1938521,126.66411317,37.44291391
699,2022,2022-04-27 12:00,주,수,1,0,0,0,0,경북,영덕군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1160063,1828900,129.28594619,36.44432864
700,2022,2022-04-27 17:00,주,수,1,1,0,1,0,강원,고성군,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,교차로,교차로부근,화물차,없음,1078936,2056736,128.40534095,38.50783408
701,2022,2022-04-27 19:00,야,수,1,0,0,0,0,경북,포항시,차량단독,기타,기타,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,없음,1172335,1776640,129.41131892,35.97130948
702,2022,2022-04-27 20:00,야,수,1,0,0,0,0,경북,고령군,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로내,자전거,없음,1074783,1746490,128.32673938,35.71185813
703,2022,2022-04-27 22:00,야,수,1,1,0,1,0,충북,청주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,993267,1853265,127.4246452,36.67731975
704,2022,2022-04-27 23:00,야,수,1,0,0,0,0,경기,포천시,차대사람,횡단중,횡단중,기타,교차로,교차로횡단보도내,승용차,보행자,972000,1985763,127.18163988,37.87125152
705,2022,2022-04-28 08:00,주,목,1,0,0,0,0,세종,세종시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,980644,1826273,127.2840491,36.43381258
706,2022,2022-04-28 11:00,주,목,1,0,0,0,0,서울,금천구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,특수차,보행자,947247,1941000,126.90344717,37.466709
707,2022,2022-04-28 12:00,주,목,1,0,0,0,0,경북,포항시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,특수차,보행자,1171996,1775617,129.40733924,35.96215106
708,2022,2022-04-28 15:00,주,목,1,0,0,0,0,충북,청주시,차대차,측면충돌,측면충돌,신호위반,단일로,기타단일로,자전거,화물차,1000411,1844631,127.50459523,36.59950817
709,2022,2022-04-28 19:00,야,목,1,0,0,0,0,경기,과천시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,955606,1936159,126.99826205,37.4235145
710,2022,2022-04-28 20:00,야,목,1,0,0,0,0,경기,용인시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,963737,1923873,127.09075762,37.31312727
711,2022,2022-04-28 20:00,야,목,1,1,0,1,0,전북,고창군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,자전거,보행자,927884,1726582,126.70452185,35.53257371
712,2022,2022-04-29 04:00,야,금,1,0,0,0,0,인천,부평구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,928114,1947292,126.68648565,37.52212704
713,2022,2022-04-29 06:00,주,금,1,0,0,0,0,경기,안성시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,977153,1886487,127.24330213,36.97655221
714,2022,2022-04-29 08:00,주,금,1,0,0,0,0,경남,양산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1138735,1702232,129.02599869,35.3060086
715,2022,2022-04-29 11:00,주,금,1,0,0,0,0,전남,구례군,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,996921,1690415,127.46617187,35.20907868
716,2022,2022-04-29 12:00,주,금,1,0,0,0,0,충북,청주시,차량단독,전복,전복,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,996159,1860215,127.45697714,36.73998918
717,2022,2022-04-29 13:00,주,금,1,0,0,0,0,전북,무주군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,화물차,없음,1016541,1766950,127.68329517,35.89903006
718,2022,2022-04-29 16:00,주,금,1,0,0,0,0,경기,안산시,차대차,기타,기타,기타,기타,기타,이륜차,자전거,935253,1926702,126.76907604,37.33707744
719,2022,2022-04-29 20:00,야,금,1,0,0,0,0,대전,서구,차대사람,기타,기타,기타,단일로,기타단일로,화물차,보행자,990754,1815311,127.39697448,36.33513706
720,2022,2022-04-29 21:00,야,금,1,0,0,0,0,서울,성동구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,자전거,보행자,960580,1948651,127.0538072,37.53633542
721,2022,2022-04-29 21:00,야,금,1,0,0,0,0,대구,북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1096113,1773931,128.56581754,35.95737805
722,2022,2022-04-30 04:00,야,토,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1096778,1690794,128.56323637,35.20783233
723,2022,2022-04-30 12:00,주,토,1,0,0,0,0,서울,금천구,차대사람,보도통행중,보도통행중,기타,단일로,기타단일로,건설기계,보행자,946866,1942124,126.89905778,37.47681802
724,2022,2022-04-30 13:00,주,토,1,1,0,1,0,충남,논산시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,960416,1793839,127.06001852,36.14079069
725,2022,2022-04-30 20:00,야,토,1,1,0,0,1,전남,무안군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,894088,1676938,126.33820872,35.08199274
726,2022,2022-04-30 22:00,야,토,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,기타,교차로,교차로부근,승용차,보행자,1096949,1693520,128.56543592,35.23239221
727,2022,2022-05-01 04:00,야,일,1,0,0,0,0,경기,파주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,940785,1970873,126.8279589,37.73555966
728,2022,2022-05-01 08:00,주,일,1,0,0,0,0,제주,제주시,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,교차로,교차로부근,이륜차,없음,877405,1478957,126.18328821,33.29506492
729,2022,2022-05-01 18:00,야,일,1,0,0,0,0,경기,파주시,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승용차,932609,1970638,126.735197,37.73287621
730,2022,2022-05-01 21:00,야,일,1,0,0,0,0,전남,진도군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,없음,893982,1604629,126.34615198,34.43004689
731,2022,2022-05-02 08:00,주,월,1,2,0,0,2,경기,용인시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,970758,1920644,127.17011819,37.28426912
732,2022,2022-05-02 08:00,주,월,1,0,0,0,0,경기,화성시,차대차,기타,기타,신호위반,교차로,교차로내,승용차,자전거,944240,1907495,126.87196219,37.16453836
733,2022,2022-05-02 13:00,주,월,1,0,0,0,0,서울,마포구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,951085,1949763,126.94626385,37.54590311
734,2022,2022-05-02 14:00,주,월,1,0,0,0,0,대전,동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,특수차,보행자,994738,1812845,127.44138367,36.31293499
735,2022,2022-05-02 15:00,주,월,1,1,0,1,0,전남,화순군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,960215,1663625,127.0641857,34.9667277
736,2022,2022-05-02 17:00,주,월,1,0,0,0,0,경기,여주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1002118,1936410,127.52393863,37.4268393
737,2022,2022-05-02 21:00,야,월,1,1,0,1,0,경북,성주군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1067431,1769590,128.24741766,35.92064595
738,2022,2022-05-03 04:00,야,화,1,0,0,0,0,대전,대덕구,차대사람,기타,기타,기타,교차로,교차로부근,화물차,보행자,992597,1816636,127.41749788,36.34709843
739,2022,2022-05-03 09:00,주,화,1,0,0,0,0,경기,수원시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,개인형이동장치(PM),승합차,959050,1919825,127.0380876,37.27644513
740,2022,2022-05-03 10:00,주,화,1,0,0,0,0,경북,김천시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,화물차,1047223,1794920,128.02495198,36.15019427
741,2022,2022-05-03 11:00,주,화,1,0,0,0,0,경기,안양시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,951917,1930342,126.95694931,37.37089915
742,2022,2022-05-03 11:00,주,화,1,0,0,0,0,전북,전주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,기타,기타,자전거,승용차,965881,1759740,127.12222984,35.83356982
743,2022,2022-05-03 14:00,주,화,1,0,0,0,0,전남,영암군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,905500,1639149,126.46764678,34.74241808
744,2022,2022-05-03 21:00,야,화,1,2,0,1,1,경기,군포시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,터널안,승용차,화물차,944726,1926152,126.87605073,37.33273241
745,2022,2022-05-03 22:00,야,화,1,0,0,0,0,전북,완주군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,965806,1776036,127.12069893,35.98049009
746,2022,2022-05-04 01:00,야,수,1,0,0,0,0,전남,목포시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,898577,1645464,126.39126816,34.79869021
747,2022,2022-05-04 05:00,야,수,1,1,0,1,0,충남,홍성군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,915549,1849842,126.55527116,36.64273923
748,2022,2022-05-04 08:00,주,수,1,0,0,0,0,경기,성남시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,968905,1934259,127.14864331,37.40693099
749,2022,2022-05-04 09:00,주,수,1,0,0,0,0,대구,서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,1094949,1764828,128.55182465,35.87543258
750,2022,2022-05-04 10:00,주,수,1,0,0,0,0,전북,전주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,이륜차,승용차,966492,1762688,127.12887097,35.86017002
751,2022,2022-05-04 10:00,주,수,1,0,0,0,0,전북,군산시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,927834,1773830,126.6997179,35.95853203
752,2022,2022-05-04 11:00,주,수,1,0,0,0,0,인천,옹진군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,사륜오토바이(ATV),754870,1984332,124.71485056,37.82583767
753,2022,2022-05-04 23:00,야,수,1,0,0,0,0,경기,안산시,차대사람,기타,기타,기타,기타,기타,승용차,보행자,940041,1924295,126.82331841,37.315704
754,2022,2022-05-05 00:00,야,목,1,1,1,0,0,세종,세종시,차대사람,횡단중,횡단중,기타,단일로,기타단일로,이륜차,보행자,978292,1832196,127.25764241,36.48715908
755,2022,2022-05-05 06:00,주,목,1,0,0,0,0,전남,완도군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,농기계,934822,1599019,126.79102204,34.38284399
756,2022,2022-05-05 13:00,주,목,1,0,0,0,0,경기,화성시,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,이륜차,승용차,953174,1907968,126.97255402,37.16929243
757,2022,2022-05-05 20:00,야,목,1,1,0,1,0,경기,화성시,차대차,기타,기타,기타,교차로,교차로횡단보도내,개인형이동장치(PM),승용차,965664,1911746,127.11306366,37.20388977
758,2022,2022-05-06 07:00,주,금,2,0,0,0,0,대전,동구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,이륜차,994822,1817037,127.44229153,36.35072816
759,2022,2022-05-06 08:00,주,금,1,0,0,0,0,제주,제주시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,이륜차,921053,1504958,126.64974313,33.53364488
760,2022,2022-05-06 09:00,주,금,1,0,0,0,0,전남,해남군,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로내,화물차,원동기장치자전거,916916,1619450,126.59427897,34.56578891
761,2022,2022-05-06 12:00,주,금,1,0,0,0,0,충남,당진시,차량단독,기타,기타,안전거리 미확보,단일로,기타단일로,원동기장치자전거,없음,933189,1886428,126.74937492,36.97392499
762,2022,2022-05-06 13:00,주,금,1,0,0,0,0,경북,상주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,건설기계,승용차,1057130,1816304,128.13663872,36.34243801
763,2022,2022-05-06 15:00,주,금,1,0,0,0,0,경기,안산시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,자전거,942254,1924239,126.84829661,37.31533943
764,2022,2022-05-06 18:00,야,금,1,0,0,0,0,서울,강서구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,자전거,승용차,941375,1949790,126.83634704,37.54557986
765,2022,2022-05-06 19:00,야,금,1,0,0,0,0,대구,동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1101027,1765214,128.6191932,35.87830377
766,2022,2022-05-07 02:00,야,토,1,1,1,0,0,전북,전주시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,962824,1764293,127.08817084,35.8745082
767,2022,2022-05-07 03:00,야,토,1,0,0,0,0,대구,중구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1099385,1763574,128.60080137,35.86368813
768,2022,2022-05-07 04:00,야,토,1,0,0,0,0,충남,천안시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,농기계,967892,1862991,127.14024614,36.76447817
769,2022,2022-05-07 07:00,주,토,1,0,0,0,0,서울,관악구,차대사람,횡단중,횡단중,교차로 통행방법 위반,교차로,교차로횡단보도내,화물차,보행자,948190,1942673,126.91399277,37.48184149
770,2022,2022-05-07 13:00,주,토,1,0,0,0,0,경기,이천시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,998565,1920949,127.48381092,37.28747694
771,2022,2022-05-07 22:00,야,토,1,1,0,1,0,경북,영천시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,1126737,1781062,128.90647337,36.01815569
772,2022,2022-05-08 01:00,야,일,1,1,1,0,0,경남,사천시,차대사람,횡단중,횡단중,기타,교차로,교차로내,이륜차,보행자,1052575,1659766,128.07567017,34.93134729
773,2022,2022-05-08 13:00,주,일,1,1,1,0,0,서울,금천구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,948831,1939409,126.92146934,37.45245796
774,2022,2022-05-08 16:00,주,일,1,0,0,0,0,경남,김해시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,없음,1119207,1708181,128.81212376,35.36215582
775,2022,2022-05-08 18:00,야,일,1,1,1,0,0,서울,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,959428,1943006,127.04107978,37.48540501
776,2022,2022-05-09 04:00,야,월,1,0,0,0,0,경기,과천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,956019,1937333,127.00285962,37.434116
777,2022,2022-05-09 08:00,주,월,1,0,0,0,0,제주,서귀포시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,911858,1475230,126.5536354,33.26482165
778,2022,2022-05-09 09:00,주,월,1,0,0,0,0,경기,용인시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,968846,1919578,127.14859377,37.27459829
779,2022,2022-05-09 16:00,주,월,1,2,0,2,0,전남,여수시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,화물차,승용차,1018252,1641512,127.69945668,34.76793926
780,2022,2022-05-09 18:00,야,월,1,0,0,0,0,경기,용인시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,터널안,이륜차,없음,961798,1924220,127.06885793,37.31617733
781,2022,2022-05-09 18:00,야,월,1,0,0,0,0,충남,예산군,차대차,측면충돌,측면충돌,기타,교차로,교차로내,승용차,원동기장치자전거,927994,1859446,126.6935728,36.73033247
782,2022,2022-05-10 01:00,야,화,1,1,0,1,0,충북,영동군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,1028884,1808516,127.82159243,36.27348887
783,2022,2022-05-10 06:00,주,화,1,0,0,0,0,경기,광명시,차대차,측면충돌,측면충돌,신호위반,단일로,지하차도(도로)내,승합차,이륜차,944449,1942855,126.87166796,37.48326445
784,2022,2022-05-10 11:00,주,화,1,0,0,0,0,경기,안산시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,938477,1924944,126.80561487,37.32145137
785,2022,2022-05-10 12:00,주,화,1,1,1,0,0,경남,밀양시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,화물차,1112590,1720815,128.74105108,35.47681628
786,2022,2022-05-10 13:00,주,화,1,0,0,0,0,서울,마포구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,이륜차,948576,1952119,126.91769712,37.5670014
787,2022,2022-05-10 17:00,주,화,1,0,0,0,0,강원,홍천군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승합차,이륜차,1030254,1962977,127.84303768,37.66580709
788,2022,2022-05-10 17:00,주,화,1,0,0,0,0,전북,완주군,차량단독,전복,전복,안전운전 의무 불이행,기타,기타,승용차,없음,977828,1744147,127.25493882,35.69332294
789,2022,2022-05-10 18:00,야,화,1,1,1,0,0,경기,평택시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,961965,1892142,127.07237515,37.0270358
790,2022,2022-05-10 22:00,야,화,1,0,0,0,0,경기,파주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,화물차,없음,931281,1968777,126.720303,37.71600523
791,2022,2022-05-10 23:00,야,화,1,1,0,1,0,경기,파주시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로부근,승합차,화물차,931668,1971475,126.72444004,37.74034989
792,2022,2022-05-11 02:00,야,수,1,0,0,0,0,제주,제주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,885169,1490472,126.26519366,33.39976003
793,2022,2022-05-11 06:00,주,수,1,0,0,0,0,경남,창원시(통합),차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1117496,1682023,128.78955555,35.1265502
794,2022,2022-05-11 09:00,주,수,1,0,0,0,0,서울,송파구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,965659,1944647,127.11148198,37.50044886
795,2022,2022-05-11 11:00,주,수,1,0,0,0,0,광주,북구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,945751,1695216,126.90367881,35.25090527
796,2022,2022-05-11 12:00,주,수,1,0,0,0,0,경북,영덕군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,농기계,없음,1165281,1840308,129.34658016,36.54623543
797,2022,2022-05-11 13:00,주,수,1,1,0,1,0,충북,청주시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,997463,1843328,127.47163909,36.58775828
798,2022,2022-05-11 14:00,주,수,1,0,0,0,0,경북,상주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,이륜차,1040708,1816402,127.95364848,36.34415626
799,2022,2022-05-11 17:00,주,수,1,0,0,0,0,광주,북구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승합차,보행자,948575,1685297,126.93533917,35.16161765
800,2022,2022-05-11 20:00,야,수,1,0,0,0,0,충남,청양군,차대차,기타,기타,기타,단일로,기타단일로,승용차,승용차,936447,1834121,126.79032999,36.50264868
801,2022,2022-05-11 20:00,야,수,1,0,0,0,0,경남,진주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1056118,1688998,128.11644062,35.19473716
802,2022,2022-05-12 02:00,야,목,2,0,0,0,0,서울,강남구,차대차,기타,기타,신호위반,기타,기타,개인형이동장치(PM),승용차,960793,1945387,127.05639228,37.50692489
803,2022,2022-05-12 02:00,야,목,1,0,0,0,0,서울,양천구,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내,승용차,보행자,941473,1947076,126.83767273,37.52112477
804,2022,2022-05-12 08:00,주,목,1,0,0,0,0,전북,순창군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,954772,1722807,127.00130843,35.5001286
805,2022,2022-05-12 08:00,주,목,1,2,0,2,0,경북,고령군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승합차,1086151,1758918,128.45373681,35.82296823
806,2022,2022-05-12 09:00,주,목,1,0,0,0,0,경북,경주시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1154527,1766904,129.21200621,35.88655171
807,2022,2022-05-12 13:00,주,목,1,3,2,1,0,경기,구리시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,969077,1955726,127.14968387,37.6004294
808,2022,2022-05-12 14:00,주,목,1,0,0,0,0,전남,순천시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,977794,1674852,127.25644809,35.06850366
809,2022,2022-05-12 14:00,주,목,1,0,0,0,0,인천,계양구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,자전거,929873,1952765,126.70586686,37.57158912
810,2022,2022-05-12 15:00,주,목,1,0,0,0,0,부산,사상구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,화물차,자전거,1135049,1689561,128.98338491,35.19229653
811,2022,2022-05-12 15:00,주,목,1,0,0,0,0,울산,울주군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,1157955,1730918,129.24288897,35.56169289
812,2022,2022-05-12 17:00,주,목,1,0,0,0,0,경기,안성시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,983429,1890739,127.31372237,37.0150129
813,2022,2022-05-12 17:00,주,목,1,6,4,2,0,경북,경주시,차대차,추돌,추돌,기타,교차로,교차로부근,승용차,승용차,1163872,1757211,129.31350423,35.7976817
814,2022,2022-05-12 18:00,야,목,1,0,0,0,0,충북,청주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1012757,1847417,127.64267713,36.62453868
815,2022,2022-05-13 00:00,야,금,1,0,0,0,0,대구,남구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,없음,1096963,1762225,128.57381523,35.85177027
816,2022,2022-05-13 01:00,야,금,1,0,0,0,0,부산,사하구,차대사람,횡단중,횡단중,기타,교차로,교차로횡단보도내,승용차,보행자,1134120,1673924,128.97064756,35.05146485
817,2022,2022-05-13 03:00,야,금,1,1,0,1,0,서울,영등포구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,947453,1943508,126.90559756,37.48932588
818,2022,2022-05-13 08:00,주,금,1,0,0,0,0,충북,제천시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,1063236,1904670,128.21199736,37.13859908
819,2022,2022-05-13 09:00,주,금,1,0,0,0,0,경기,안산시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,자전거,승용차,940169,1926106,126.82461682,37.33203535
820,2022,2022-05-13 13:00,주,금,1,0,0,0,0,전북,부안군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,923638,1734840,126.65691094,35.60670666
821,2022,2022-05-13 13:00,주,금,1,0,0,0,0,경북,의성군,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근,화물차,보행자,1107660,1816697,128.69969819,36.34165462
822,2022,2022-05-13 20:00,야,금,1,0,0,0,0,경남,하동군,차대차,기타,기타,중앙선 침범,단일로,기타단일로,사륜오토바이(ATV),승용차,1036700,1666865,127.90216407,34.99606014
823,2022,2022-05-13 20:00,야,금,1,0,0,0,0,대구,서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1095670,1762983,128.55958906,35.85873045
824,2022,2022-05-13 23:00,야,금,1,0,0,0,0,경기,평택시,차대사람,횡단중,횡단중,기타,교차로,교차로횡단보도내,승용차,보행자,962839,1889074,127.08235259,36.99941533
825,2022,2022-05-13 23:00,야,금,1,0,0,0,0,경남,김해시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1126286,1694489,128.88791375,35.2378605
826,2022,2022-05-14 03:00,야,토,1,0,0,0,0,경남,양산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,없음,1151173,1712330,129.16462651,35.39521953
