id,lat,lon,status,install_year
SL_2443,37.310617,127.053664,정상,2013
SL_2444,37.310811,127.053932,정상,2013
SL_2445,37.310941,127.054124,정상,2013
SL_2446,37.311108,127.054342,정상,2013
SL_2447,37.305793,127.051532,정상,2013
SL_2448,37.306088,127.051563,정상,2013
SL_2449,37.306322,127.051569,정상,2013
SL_2450,37.30657,127.051597,정상,2013
SL_2451,37.306838,127.05164,정상,2013
SL_2452,37.307108,127.051677,정상,2013
