year,month,day,hour,day_night,day_of_week,city,district,accident_type,lon,lat,datetime
2017,04,24,04,야간,월,경기,수원시,차대사람,127.04182791,37.27534194,2017-04-24 04:00:00
2017,05,22,01,야간,월,경기,수원시,차대사람,127.03499266,37.25696289,2017-05-22 01:00:00
2017,06,04,02,야간,일,경기,수원시,차대사람,127.00879092,37.29251616,2017-06-04 02:00:00
2017,07,03,11,주간,월,경기,수원시,차대사람,126.96913777,37.28072605,2017-07-03 11:00:00
2017,07,04,14,주간,화,경기,수원시,차대사람,127.02656697,37.29507644,2017-07-04 14:00:00
2017,07,08,22,야간,토,경기,수원시,차대사람,127.02718452,37.26850588,2017-07-08 22:00:00
2017,07,12,18,야간,수,경기,수원시,차대차,127.03165923,37.2890033,2017-07-12 18:00:00
2017,07,21,23,야간,금,경기,수원시,차대차,126.94257981,37.26747072,2017-07-21 23:00:00
2017,07,25,00,야간,화,경기,수원시,차대사람,126.94582571,37.27393992,2017-07-25 00:00:00
2017,08,18,01,야간,금,경기,수원시,차대차,126.95025926,37.28624652,2017-08-18 01:00:00
2017,08,31,20,야간,목,경기,수원시,차대차,127.02493981,37.26316064,2017-08-31 20:00:00
2017,09,18,02,야간,월,경기,수원시,차량단독,127.03520403,37.30879376,2017-09-18 02:00:00
2017,09,20,23,야간,수,경기,수원시,차대사람,127.0165489,37.27553886,2017-09-20 23:00:00
2017,10,18,04,야간,수,경기,수원시,차대사람,126.97411022,37.28104571,2017-10-18 04:00:00
2017,10,22,14,주간,일,경기,수원시,차대차,126.96548084,37.25548866,2017-10-22 14:00:00
2017,11,01,04,야간,수,경기,수원시,차대차,127.02373951,37.23526661,2017-11-01 04:00:00
2017,11,14,23,야간,화,경기,수원시,차대차,127.02755249,37.28542648,2017-11-14 23:00:00
2017,11,23,21,야간,목,경기,수원시,차량단독,127.026484,37.24708592,2017-11-23 21:00:00
2017,11,24,01,야간,금,경기,수원시,차대사람,127.02918297,37.29170666,2017-11-24 01:00:00
2017,11,28,17,주간,화,경기,수원시,차대차,127.00076828,37.26362906,2017-11-28 17:00:00
2017,11,30,15,주간,목,경기,수원시,차대사람,126.96997324,37.30313831,2017-11-30 15:00:00
2017,12,01,00,야간,금,경기,수원시,차대사람,127.03432801,37.2513536,2017-12-01 00:00:00
2017,12,08,01,야간,금,경기,수원시,차대차,127.01042399,37.27380104,2017-12-08 01:00:00
2017,12,08,16,주간,금,경기,수원시,차대사람,127.00955088,37.28667831,2017-12-08 16:00:00
2017,12,22,14,주간,금,경기,수원시,차대사람,126.99957396,37.27879445,2017-12-22 14:00:00
2017,12,22,19,야간,금,경기,수원시,차대차,127.01533257,37.28580073,2017-12-22 19:00:00
2017,12,29,05,야간,금,경기,수원시,차대사람,127.02910917,37.27820353,2017-12-29 05:00:00
2018,10,31,06,주,수,경기,수원시,차대사람,127.0166165,37.27554815,2018-10-31 06:00:00
2018,08,31,13,주,금,경기,수원시,차대사람,127.0150737,37.28745823,2018-08-31 13:00:00
2018,06,30,01,야,토,경기,수원시,차대사람,127.0122611,37.29151195,2018-06-30 01:00:00
2018,06,22,11,주,금,경기,수원시,차대사람,126.9950853,37.30567284,2018-06-22 11:00:00
2018,04,10,15,주,화,경기,수원시,차대차,126.997454,37.25832386,2018-04-10 15:00:00
2018,11,08,00,야,목,경기,수원시,차대사람,127.0086779,37.29254274,2018-11-08 00:00:00
2018,09,18,14,주,화,경기,수원시,차대차,127.0175632,37.25091691,2018-09-18 14:00:00
2018,10,09,05,야,화,경기,수원시,차대사람,127.0529887,37.24584586,2018-10-09 05:00:00
2018,09,11,20,야,화,경기,수원시,차대사람,127.0648523,37.25922172,2018-09-11 20:00:00
2018,02,04,20,야,일,경기,수원시,차대사람,127.0143867,37.25216587,2018-02-04 20:00:00
2018,08,12,21,야,일,경기,수원시,차대사람,127.0054448,37.30386874,2018-08-12 21:00:00
2018,09,18,20,야,화,경기,수원시,차대차,127.0657866,37.25755757,2018-09-18 20:00:00
2018,12,28,06,주,금,경기,수원시,차대사람,127.0352628,37.26071376,2018-12-28 06:00:00
2018,07,15,07,주,일,경기,수원시,차량단독,126.9715569,37.26708982,2018-07-15 07:00:00
2018,10,03,21,야,수,경기,수원시,차대사람,127.009388,37.2683253,2018-10-03 21:00:00
2018,11,18,03,야,일,경기,수원시,차대차,126.9998955,37.29497576,2018-11-18 03:00:00
2018,06,08,06,주,금,경기,수원시,차대차,127.0023285,37.30586577,2018-06-08 06:00:00
2018,03,23,12,주,금,경기,수원시,차대사람,127.0151225,37.2921727,2018-03-23 12:00:00
2018,10,17,14,주,수,경기,수원시,차대사람,127.0821829,37.26581928,2018-10-17 14:00:00
2018,11,17,05,야,토,경기,수원시,차대사람,127.0115497,37.2514421,2018-11-17 05:00:00
2018,10,05,15,주,금,경기,수원시,차대사람,127.0304476,37.28065162,2018-10-05 15:00:00
2018,12,09,18,야,일,경기,수원시,차대사람,127.0085849,37.29643635,2018-12-09 18:00:00
2018,04,22,11,주,일,경기,수원시,차대사람,127.001192,37.29342183,2018-04-22 11:00:00
2018,08,29,01,야,수,경기,수원시,차대사람,127.0040232,37.26773507,2018-08-29 01:00:00
2018,06,02,16,주,토,경기,수원시,차대차,126.9796709,37.2762208,2018-06-02 16:00:00
2018,05,28,20,야,월,경기,수원시,차대차,127.0065479,37.28182536,2018-05-28 20:00:00
2018,05,19,05,야,토,경기,수원시,차대차,127.0089122,37.28426895,2018-05-19 05:00:00
2018,11,17,21,야,토,경기,수원시,차대차,126.9892845,37.28575431,2018-11-17 21:00:00
2018,01,24,22,야,수,경기,수원시,차대사람,126.9839481,37.28416275,2018-01-24 22:00:00
2018,11,22,04,야,목,경기,수원시,차대사람,127.0284751,37.27135943,2018-11-22 04:00:00
2018,09,21,21,야,금,경기,수원시,차대사람,127.0277777,37.25478902,2018-09-21 21:00:00
2018,11,19,10,주,월,경기,수원시,차대사람,126.9933284,37.30348397,2018-11-19 10:00:00
2018,08,09,09,주,목,경기,수원시,차대사람,126.9979054,37.30158443,2018-08-09 09:00:00
2018,02,28,19,야,수,경기,수원시,차대사람,127.0178097,37.2706224,2018-02-28 19:00:00
2018,10,08,03,야,월,경기,수원시,차대차,127.0236505,37.26374137,2018-10-08 03:00:00
2018,03,22,02,야,목,경기,수원시,차대사람,127.0774553,37.25809556,2018-03-22 02:00:00
2018,11,11,03,야,일,경기,수원시,차대차,126.9796185,37.24285099,2018-11-11 03:00:00
2018,07,26,01,야,목,경기,수원시,차대차,126.9734356,37.25967072,2018-07-26 01:00:00
2018,04,14,16,주,토,경기,수원시,차량단독,127.0298667,37.31236921,2018-04-14 16:00:00
2019,01,18,15,주,금,경기,수원시,차대사람,127.0109994,37.29295797,2019-01-18 15:00:00
2019,01,23,05,야,수,경기,수원시,차대차,126.9698361,37.29052728,2019-01-23 05:00:00
2019,02,18,05,야,월,경기,수원시,차대사람,127.0701936,37.25201202,2019-02-18 05:00:00
2019,02,21,20,야,목,경기,수원시,차대차,127.0658852,37.27378305,2019-02-21 20:00:00
2019,03,13,06,주,수,경기,수원시,차대사람,126.9812849,37.25107541,2019-03-13 06:00:00
2019,03,21,09,주,목,경기,수원시,차량단독,127.0344239,37.30903406,2019-03-21 09:00:00
2019,04,05,13,주,금,경기,수원시,차량단독,126.9704046,37.24802921,2019-04-05 13:00:00
2019,04,05,23,야,금,경기,수원시,차대사람,127.0081326,37.26365988,2019-04-05 23:00:00
2019,04,16,07,주,화,경기,수원시,차대사람,127.0533066,37.24546847,2019-04-16 07:00:00
2019,04,25,05,야,목,경기,수원시,차량단독,126.9652066,37.2735423,2019-04-25 05:00:00
2019,05,03,03,야,금,경기,수원시,차대사람,126.9808041,37.28366224,2019-05-03 03:00:00
2019,05,13,20,야,월,경기,수원시,차대차,126.9564648,37.27514302,2019-05-13 20:00:00
2019,06,15,16,주,토,경기,수원시,차대차,127.032236,37.26143197,2019-06-15 16:00:00
2019,08,20,01,야,화,경기,수원시,차대사람,127.0157688,37.27229967,2019-08-20 01:00:00
2019,08,20,11,주,화,경기,수원시,차대사람,127.0266742,37.24912384,2019-08-20 11:00:00
2019,08,21,05,야,수,경기,수원시,차대사람,127.0818669,37.26790038,2019-08-21 05:00:00
2019,08,24,22,야,토,경기,수원시,차대사람,127.0006336,37.26694561,2019-08-24 22:00:00
2019,09,19,19,야,목,경기,수원시,차대사람,127.0340981,37.25756331,2019-09-19 19:00:00
2019,09,22,01,야,일,경기,수원시,차량단독,127.0713628,37.24666196,2019-09-22 01:00:00
2019,10,05,23,야,토,경기,수원시,차대사람,127.0031344,37.26739782,2019-10-05 23:00:00
2019,10,25,00,야,금,경기,수원시,차대사람,126.9583322,37.27584565,2019-10-25 00:00:00
2019,10,28,13,주,월,경기,수원시,차대사람,127.0112206,37.25351395,2019-10-28 13:00:00
2019,11,15,08,주,금,경기,수원시,차대차,127.0212847,37.23124548,2019-11-15 08:00:00
2019,11,17,06,주,일,경기,수원시,차대차,126.9690131,37.28080661,2019-11-17 06:00:00
2019,11,19,20,야,화,경기,수원시,차대사람,127.0278895,37.24772251,2019-11-19 20:00:00
2019,11,26,08,주,화,경기,수원시,차대사람,126.9815589,37.28874939,2019-11-26 08:00:00
2019,12,05,12,주,목,경기,수원시,차대차,126.9436636,37.2872523,2019-12-05 12:00:00
2019,12,10,15,주,화,경기,수원시,차대차,127.0455936,37.2748715,2019-12-10 15:00:00
2019,12,16,23,야,월,경기,수원시,차대차,127.0900008,37.29039157,2019-12-16 23:00:00
2019,12,18,14,주,수,경기,수원시,차대차,127.0171785,37.27762364,2019-12-18 14:00:00
2019,12,30,07,주,월,경기,수원시,차대차,127.0224651,37.26036537,2019-12-30 07:00:00
2020,01,02,06,주,목,경기,수원시,차대차,126.9572285,37.26147242,2020-01-02 06:00:00
2020,01,10,01,야,금,경기,수원시,차량단독,127.0509424,37.29993077,2020-01-10 01:00:00
2020,01,14,00,야,화,경기,수원시,차대사람,127.0754048,37.25573557,2020-01-14 00:00:00
2020,01,23,09,주,목,경기,수원시,차대차,127.0042093,37.28924304,2020-01-23 09:00:00
2020,02,04,13,주,화,경기,수원시,차대사람,127.0753713,37.25568137,2020-02-04 13:00:00
2020,02,09,21,야,일,경기,수원시,차대사람,127.0081782,37.26357894,2020-02-09 21:00:00
2020,02,12,03,야,수,경기,수원시,차량단독,126.9991228,37.27878352,2020-02-12 03:00:00
2020,02,27,05,야,목,경기,수원시,차대사람,127.075573,37.25590744,2020-02-27 05:00:00
2020,03,11,08,주,수,경기,수원시,차대차,127.0284754,37.31287746,2020-03-11 08:00:00
2020,03,11,13,주,수,경기,수원시,차대차,127.0157778,37.28497327,2020-03-11 13:00:00
2020,03,21,06,주,토,경기,수원시,차대차,127.0502896,37.29965787,2020-03-21 06:00:00
2020,03,26,09,주,목,경기,수원시,차대차,127.0082597,37.26492236,2020-03-26 09:00:00
2020,04,23,06,주,목,경기,수원시,차대차,127.0141852,37.26246799,2020-04-23 06:00:00
2020,05,10,22,야,일,경기,수원시,차대사람,126.9734911,37.25817464,2020-05-10 22:00:00
2020,05,21,06,주,목,경기,수원시,차량단독,127.0066798,37.30308067,2020-05-21 06:00:00
2020,05,28,22,야,목,경기,수원시,차대차,127.0089936,37.30126047,2020-05-28 22:00:00
2020,06,02,22,야,화,경기,수원시,차대차,127.0084372,37.29658897,2020-06-02 22:00:00
2020,06,05,00,야,금,경기,수원시,차량단독,127.0257032,37.29069222,2020-06-05 00:00:00
2020,07,02,00,야,목,경기,수원시,차량단독,127.0244765,37.31350144,2020-07-02 00:00:00
2020,07,11,14,주,토,경기,수원시,차대차,127.0305778,37.24331635,2020-07-11 14:00:00
2020,08,03,04,야,월,경기,수원시,차대차,127.0813234,37.29271383,2020-08-03 04:00:00
2020,08,11,01,야,화,경기,수원시,차대사람,127.0267194,37.2869465,2020-08-11 01:00:00
2020,08,16,04,야,일,경기,수원시,차대차,127.0277448,37.2708968,2020-08-16 04:00:00
2020,08,29,22,야,토,경기,수원시,차대차,127.0544768,37.27269504,2020-08-29 22:00:00
2020,09,22,17,주,화,경기,수원시,차량단독,126.9876065,37.30528915,2020-09-22 17:00:00
2020,10,07,15,주,수,경기,수원시,차대사람,126.9768305,37.27591082,2020-10-07 15:00:00
2020,10,20,05,야,화,경기,수원시,차대사람,127.0349515,37.2856631,2020-10-20 05:00:00
2020,10,31,02,야,토,경기,수원시,차대사람,126.9621129,37.27716089,2020-10-31 02:00:00
2020,11,18,17,주,수,경기,수원시,차대사람,126.985941,37.31291667,2020-11-18 17:00:00
2021,01,01,21,야,금,경기,수원시,차대사람,126.9760106,37.23632699,2021-01-01 21:00:00
2021,01,02,21,야,토,경기,수원시,차대차,127.0095696,37.26988546,2021-01-02 21:00:00
2021,02,23,21,야,화,경기,수원시,차대사람,126.9531429,37.29308338,2021-02-23 21:00:00
2021,03,12,21,야,금,경기,수원시,차대사람,126.9582051,37.24321465,2021-03-12 21:00:00
2021,03,23,15,주,화,경기,수원시,차대차,127.0243116,37.28773007,2021-03-23 15:00:00
2021,04,07,00,야,수,경기,수원시,차대차,127.0067154,37.28329983,2021-04-07 00:00:00
2021,04,10,04,야,토,경기,수원시,차대차,127.0681898,37.28894389,2021-04-10 04:00:00
2021,05,04,00,야,화,경기,수원시,차대사람,127.0354717,37.27077414,2021-05-04 00:00:00
2021,05,14,20,야,금,경기,수원시,차대차,127.0116263,37.25181199,2021-05-14 20:00:00
2021,06,04,10,주,금,경기,수원시,차대차,127.0420386,37.2517262,2021-06-04 10:00:00
2021,07,09,18,야,금,경기,수원시,차대사람,126.9846352,37.24956128,2021-07-09 18:00:00
2021,08,14,02,야,토,경기,수원시,차량단독,126.992112,37.27126309,2021-08-14 02:00:00
2021,09,25,05,야,토,경기,수원시,차량단독,126.9670645,37.24677931,2021-09-25 05:00:00
2021,10,06,04,야,수,경기,수원시,차대차,127.0416014,37.25130986,2021-10-06 04:00:00
2021,10,09,22,야,토,경기,수원시,차량단독,127.0504845,37.26500908,2021-10-09 22:00:00
2021,10,26,13,주,화,경기,수원시,차대차,126.9977555,37.29781508,2021-10-26 13:00:00
2021,11,17,14,주,수,경기,수원시,차대차,126.9663453,37.27361054,2021-11-17 14:00:00
2021,11,19,21,야,금,경기,수원시,차대차,127.0312641,37.30540702,2021-11-19 21:00:00
2021,12,05,07,주,일,경기,수원시,차대사람,127.0331508,37.25756859,2021-12-05 07:00:00
2021,12,06,12,주,월,경기,수원시,차대차,126.9817058,37.23770415,2021-12-06 12:00:00
2021,12,07,16,주,화,경기,수원시,차대차,127.0187434,37.24974989,2021-12-07 16:00:00
2021,12,11,02,야,토,경기,수원시,차대차,127.0411214,37.25049675,2021-12-11 02:00:00
2021,12,13,07,주,월,경기,수원시,차대차,127.0143199,37.25203039,2021-12-13 07:00:00
2021,12,27,14,주,월,경기,수원시,차대사람,126.9940365,37.25671383,2021-12-27 14:00:00
2021,12,27,20,야,월,경기,수원시,차대사람,127.0111239,37.2702254,2021-12-27 20:00:00
2022,01,12,15,주,수,경기,수원시,차량단독,127.01007969,37.30255396,2022-01-12 15:00:00
2022,02,09,18,야,수,경기,수원시,차대사람,127.00638237,37.28298746,2022-02-09 18:00:00
2022,02,26,10,주,토,경기,수원시,차대차,127.017049,37.27141252,2022-02-26 10:00:00
2022,03,21,10,주,월,경기,수원시,차대차,127.0055996,37.25260725,2022-03-21 10:00:00
2022,04,17,19,야,일,경기,수원시,차대차,127.00957727,37.2634856,2022-04-17 19:00:00
2022,04,17,22,야,일,경기,수원시,차대사람,127.02630798,37.26619481,2022-04-17 22:00:00
2022,05,03,09,주,화,경기,수원시,차대차,127.0380876,37.27644513,2022-05-03 09:00:00
2022,05,16,10,주,월,경기,수원시,차대차,127.00808478,37.29700215,2022-05-16 10:00:00
2022,06,03,22,야,금,경기,수원시,차대사람,127.01385747,37.29414156,2022-06-03 22:00:00
2022,06,12,02,야,일,경기,수원시,차대사람,127.0290834,37.26242002,2022-06-12 02:00:00
2022,06,13,05,야,월,경기,수원시,차량단독,127.04798657,37.27346367,2022-06-13 05:00:00
2022,07,05,18,야,화,경기,수원시,차량단독,127.02573667,37.29074644,2022-07-05 18:00:00
2022,07,08,14,주,금,경기,수원시,차대사람,126.9803184,37.27555661,2022-07-08 14:00:00
2022,07,30,01,야,토,경기,수원시,차대사람,127.03560193,37.27160393,2022-07-30 01:00:00
2022,08,01,00,야,월,경기,수원시,차대사람,127.00866062,37.25528812,2022-08-01 00:00:00
2022,08,13,13,주,토,경기,수원시,차대차,127.01776063,37.28892946,2022-08-13 13:00:00
2022,09,09,23,야,금,경기,수원시,차대차,127.01851659,37.24994728,2022-09-09 23:00:00
2022,09,16,23,야,금,경기,수원시,차량단독,126.96898775,37.29083896,2022-09-16 23:00:00
2022,09,20,02,야,화,경기,수원시,차대차,126.96279532,37.27318886,2022-09-20 02:00:00
2022,09,22,10,주,목,경기,수원시,차대차,126.98319301,37.32033211,2022-09-22 10:00:00
2022,10,06,11,주,목,경기,수원시,차대사람,126.99286166,37.30409492,2022-10-06 11:00:00
2022,10,29,00,야,토,경기,수원시,차대차,127.04979779,37.26289721,2022-10-29 00:00:00
2022,11,12,23,야,토,경기,수원시,차대사람,127.01002755,37.29145765,2022-11-12 23:00:00
2022,12,22,14,주,목,경기,수원시,차대사람,127.01507901,37.2655364,2022-12-22 14:00:00
2023,01,07,11,주,토,경기,수원시,차대차,127.0820716,37.26759463,2023-01-07 11:00:00
2023,01,16,15,주,월,경기,수원시,차대사람,127.0252217,37.26497357,2023-01-16 15:00:00
2023,02,10,19,야,금,경기,수원시,차대사람,127.0115479,37.2848928,2023-02-10 19:00:00
2023,03,05,03,야,일,경기,수원시,차량단독,127.0439279,37.28997063,2023-03-05 03:00:00
2023,05,09,03,야,화,경기,수원시,차대사람,127.0064425,37.26859249,2023-05-09 03:00:00
2023,05,10,12,주,수,경기,수원시,차대사람,126.9572766,37.26577228,2023-05-10 12:00:00
2023,05,26,22,야,금,경기,수원시,차대사람,127.0296509,37.29991117,2023-05-26 22:00:00
2023,06,02,11,주,금,경기,수원시,차대사람,126.9738461,37.28171156,2023-06-02 11:00:00
2023,06,13,16,주,화,경기,수원시,차대차,126.9571151,37.29924913,2023-06-13 16:00:00
2023,06,29,16,주,목,경기,수원시,차대차,127.0243316,37.26123823,2023-06-29 16:00:00
2023,07,11,00,야,화,경기,수원시,차대차,127.0224659,37.26023017,2023-07-11 00:00:00
2023,07,30,02,야,일,경기,수원시,차량단독,127.0242069,37.29540049,2023-07-30 02:00:00
2023,08,06,01,야,일,경기,수원시,차대사람,126.9722982,37.28206523,2023-08-06 01:00:00
2023,08,16,23,야,수,경기,수원시,차대사람,127.0296603,37.25851026,2023-08-16 23:00:00
2023,08,22,04,야,화,경기,수원시,차대차,127.0013174,37.31373963,2023-08-22 04:00:00
2023,09,01,16,주,금,경기,수원시,차대차,126.9976575,37.28030968,2023-09-01 16:00:00
2023,09,23,10,주,토,경기,수원시,차대사람,127.0273881,37.28284785,2023-09-23 10:00:00
2023,09,24,05,야,일,경기,수원시,차대사람,127.0347754,37.277622,2023-09-24 05:00:00
2023,09,27,19,야,수,경기,수원시,차대사람,127.0175061,37.27047694,2023-09-27 19:00:00
2023,09,28,03,야,목,경기,수원시,차량단독,126.9718348,37.26605446,2023-09-28 03:00:00
2023,10,12,09,주,목,경기,수원시,차대차,127.0691159,37.24918674,2023-10-12 09:00:00
2023,11,17,11,주,금,경기,수원시,차대사람,127.0268298,37.283738,2023-11-17 11:00:00
2023,11,20,13,주,월,경기,수원시,차대사람,127.0028566,37.27877223,2023-11-20 13:00:00
2023,11,29,01,야,수,경기,수원시,차대차,127.0186283,37.25010998,2023-11-29 01:00:00
2023,12,05,09,주,화,경기,수원시,차대사람,127.0172291,37.27146734,2023-12-05 09:00:00
2023,12,11,03,야,월,경기,수원시,차대사람,127.0215125,37.2326616,2023-12-11 03:00:00
2023,12,14,21,야,목,경기,수원시,차대사람,127.0009698,37.30656313,2023-12-14 21:00:00
2023,12,20,21,야,수,경기,수원시,차대사람,127.0476433,37.29313074,2023-12-20 21:00:00
2023,12,22,13,주,금,경기,수원시,차대사람,126.9990637,37.26557788,2023-12-22 13:00:00
2023,12,30,21,야,토,경기,수원시,차대사람,127.027548,37.29156494,2023-12-30 21:00:00
