SIGNGU,TYPE,AREA_ID,GOMTR_TYPE,PXL_CRDNT,PLAC_CNT
수원시,Feature,다사53ab14bb,Polygon,"[[[126.97298521922681, 37.230427447497156], [126.9729695346686, 37.232680871117715], [126.97578777147183, 37.2326933794449], [126.97580337216799, 37.23043995480954], [126.97298521922681, 37.230427447497156]]]",0
수원시,Feature,다사53ab15aa,Polygon,"[[[126.9729695346686, 37.232680871117715], [126.97295384836498, 37.23493429387306], [126.97577216903957, 37.23494680321513], [126.97578777147183, 37.2326933794449], [126.9729695346686, 37.232680871117715]]]",4
수원시,Feature,다사53ab15ab,Polygon,"[[[126.97295384836498, 37.23493429387306], [126.97293816031576, 37.23718771576321], [126.97575656487106, 37.2372002261202], [126.97577216903957, 37.23494680321513], [126.97295384836498, 37.23493429387306]]]",2
수원시,Feature,다사53ab15ba,Polygon,"[[[126.97293816031576, 37.23718771576321], [126.97292247052071, 37.239441136788095], [126.97574095896606, 37.23945364816009], [126.97575656487106, 37.2372002261202], [126.97293816031576, 37.23718771576321]]]",3
수원시,Feature,다사53ab15bb,Polygon,"[[[126.97292247052071, 37.239441136788095], [126.97290677897965, 37.24169455694773], [126.97572535132439, 37.241707069334765], [126.97574095896606, 37.23945364816009], [126.97292247052071, 37.239441136788095]]]",3
수원시,Feature,다사53ab16aa,Polygon,"[[[126.97290677897965, 37.24169455694773], [126.97289108569235, 37.243947976242076], [126.97570974194582, 37.24396048964422], [126.97572535132439, 37.241707069334765], [126.97290677897965, 37.24169455694773]]]",0
수원시,Feature,다사53ab16ab,Polygon,"[[[126.97289108569235, 37.243947976242076], [126.97287539065866, 37.24620139467114], [126.97569413083015, 37.24621390908845], [126.97570974194582, 37.24396048964422], [126.97289108569235, 37.243947976242076]]]",0
수원시,Feature,다사53ab16ba,Polygon,"[[[126.97287539065866, 37.24620139467114], [126.97285969387833, 37.248454812234876], [126.9756785179772, 37.24846732766741], [126.97569413083015, 37.24621390908845], [126.97287539065866, 37.24620139467114]]]",0
수원시,Feature,다사53ab16bb,Polygon,"[[[126.97285969387833, 37.248454812234876], [126.97284399535114, 37.25070822893328], [126.97566290338675, 37.2507207453811], [126.9756785179772, 37.24846732766741], [126.97285969387833, 37.248454812234876]]]",0
수원시,Feature,다사53ab17aa,Polygon,"[[[126.97284399535114, 37.25070822893328], [126.97282829507692, 37.25296164476632], [126.9756472870586, 37.252974162229506], [126.97566290338675, 37.2507207453811], [126.97284399535114, 37.25070822893328]]]",0
수원시,Feature,다사53ab17ab,Polygon,"[[[126.97282829507692, 37.25296164476632], [126.97281259305548, 37.255215059734], [126.97563166899255, 37.25522757821258], [126.9756472870586, 37.252974162229506], [126.97282829507692, 37.25296164476632]]]",0
수원시,Feature,다사53ab17ba,Polygon,"[[[126.97281259305548, 37.255215059734], [126.97279688928657, 37.25746847383628], [126.9756160491884, 37.257480993330326], [126.97563166899255, 37.25522757821258], [126.97281259305548, 37.255215059734]]]",0
수원시,Feature,다사53ab17bb,Polygon,"[[[126.97279688928657, 37.25746847383628], [126.97278118377002, 37.25972188707315], [126.97560042764596, 37.25973440758271], [126.9756160491884, 37.257480993330326], [126.97279688928657, 37.25746847383628]]]",1
수원시,Feature,다사53ab18aa,Polygon,"[[[126.97278118377002, 37.25972188707315], [126.97276547650561, 37.26197529944458], [126.97558480436498, 37.26198782096974], [126.97560042764596, 37.25973440758271], [126.97278118377002, 37.25972188707315]]]",0
수원시,Feature,다사53ab18ab,Polygon,"[[[126.97276547650561, 37.26197529944458], [126.97274976749313, 37.264228710950576], [126.9755691793453, 37.26424123349136], [126.97558480436498, 37.26198782096974], [126.97276547650561, 37.26197529944458]]]",0
수원시,Feature,다사53ab18ba,Polygon,"[[[126.97274976749313, 37.264228710950576], [126.9727340567324, 37.26648212159109], [126.9755535525867, 37.26649464514759], [126.9755691793453, 37.26424123349136], [126.97274976749313, 37.264228710950576]]]",0
수원시,Feature,다사53ab18bb,Polygon,"[[[126.9727340567324, 37.26648212159109], [126.97271834422321, 37.2687355313661], [126.97553792408897, 37.26874805593837], [126.9755535525867, 37.26649464514759], [126.9727340567324, 37.26648212159109]]]",1
수원시,Feature,다사53ab19aa,Polygon,"[[[126.97271834422321, 37.2687355313661], [126.97270262996535, 37.27098894027561], [126.97552229385195, 37.271001465863705], [126.97553792408897, 37.26874805593837], [126.97271834422321, 37.2687355313661]]]",3
수원시,Feature,다사53ab19ab,Polygon,"[[[126.97270262996535, 37.27098894027561], [126.9726869139586, 37.2732423483196], [126.97550666187537, 37.27325487492357], [126.97552229385195, 37.271001465863705], [126.97270262996535, 37.27098894027561]]]",2
수원시,Feature,다사53ab19ba,Polygon,"[[[126.9726869139586, 37.2732423483196], [126.97267119620278, 37.27549575549805], [126.97549102815907, 37.27550828311796], [126.97550666187537, 37.27325487492357], [126.9726869139586, 37.2732423483196]]]",4
수원시,Feature,다사53ab19bb,Polygon,"[[[126.97267119620278, 37.27549575549805], [126.97265547669767, 37.277749161810924], [126.97547539270285, 37.27776169044684], [126.97549102815907, 37.27550828311796], [126.97267119620278, 37.27549575549805]]]",5
수원시,Feature,다사53ab20aa,Polygon,"[[[126.97265547669767, 37.277749161810924], [126.97263975544307, 37.280002567258215], [126.97545975550649, 37.2800150969102], [126.97547539270285, 37.27776169044684], [126.97265547669767, 37.277749161810924]]]",7
수원시,Feature,다사53ab20ab,Polygon,"[[[126.97263975544307, 37.280002567258215], [126.97262403243877, 37.2822559718399], [126.97544411656979, 37.282268502508], [126.97545975550649, 37.2800150969102], [126.97263975544307, 37.280002567258215]]]",2
수원시,Feature,다사53ab20ba,Polygon,"[[[126.97262403243877, 37.2822559718399], [126.97260830768457, 37.28450937555597], [126.97542847589253, 37.284521907240254], [126.97544411656979, 37.282268502508], [126.97262403243877, 37.2822559718399]]]",7
수원시,Feature,다사53ab20bb,Polygon,"[[[126.97260830768457, 37.28450937555597], [126.97259258118028, 37.28676277840639], [126.97541283347455, 37.28677531110692], [126.97542847589253, 37.284521907240254], [126.97260830768457, 37.28450937555597]]]",2
수원시,Feature,다사53ab21aa,Polygon,"[[[126.97259258118028, 37.28676277840639], [126.97257685292568, 37.28901618039116], [126.9753971893156, 37.28902871410798], [126.97541283347455, 37.28677531110692], [126.97259258118028, 37.28676277840639]]]",2
수원시,Feature,다사53ab21ab,Polygon,"[[[126.97257685292568, 37.28901618039116], [126.97256112292057, 37.29126958151025], [126.9753815434155, 37.29128211624342], [126.9753971893156, 37.28902871410798], [126.97257685292568, 37.28901618039116]]]",0
수원시,Feature,다사53ab21ba,Polygon,"[[[126.97256112292057, 37.29126958151025], [126.97254539116474, 37.29352298176362], [126.97536589577405, 37.293535517513234], [126.9753815434155, 37.29128211624342], [126.97256112292057, 37.29126958151025]]]",0
수원시,Feature,다사53ab21bb,Polygon,"[[[126.97254539116474, 37.29352298176362], [126.97252965765799, 37.29577638115129], [126.97535024639103, 37.295788917917385], [126.97536589577405, 37.293535517513234], [126.97254539116474, 37.29352298176362]]]",0
수원시,Feature,다사53ab22aa,Polygon,"[[[126.97252965765799, 37.29577638115129], [126.9725139224001, 37.298029779673215], [126.97533459526626, 37.29804231745584], [126.97535024639103, 37.295788917917385], [126.97252965765799, 37.29577638115129]]]",1
수원시,Feature,다사53ab22ab,Polygon,"[[[126.9725139224001, 37.298029779673215], [126.97249818539089, 37.3002831773294], [126.9753189423995, 37.30029571612862], [126.97533459526626, 37.29804231745584], [126.9725139224001, 37.298029779673215]]]",3
수원시,Feature,다사53ab22ba,Polygon,"[[[126.97249818539089, 37.3002831773294], [126.97248244663017, 37.30253657411979], [126.9753032877906, 37.302549113935676], [126.9753189423995, 37.30029571612862], [126.97249818539089, 37.3002831773294]]]",5
수원시,Feature,다사53ab22bb,Polygon,"[[[126.97248244663017, 37.30253657411979], [126.97246670611766, 37.30478997004441], [126.97528763143929, 37.30480251087701], [126.9753032877906, 37.302549113935676], [126.97248244663017, 37.30253657411979]]]",5
수원시,Feature,다사53ab23aa,Polygon,"[[[126.97246670611766, 37.30478997004441], [126.97245096385323, 37.3070433651032], [126.97527197334543, 37.307055906952584], [126.97528763143929, 37.30480251087701], [126.97246670611766, 37.30478997004441]]]",4
수원시,Feature,다사53ab23ab,Polygon,"[[[126.97245096385323, 37.3070433651032], [126.97243521983665, 37.30929675929617], [126.97525631350878, 37.309309302162376], [126.97527197334543, 37.307055906952584], [126.97245096385323, 37.3070433651032]]]",0
수원시,Feature,다사53ab23ba,Polygon,"[[[126.97243521983665, 37.30929675929617], [126.97241947406772, 37.31155015262327], [126.97524065192913, 37.311562696506385], [126.97525631350878, 37.309309302162376], [126.97243521983665, 37.30929675929617]]]",0
수원시,Feature,다사53ab23bb,Polygon,"[[[126.97241947406772, 37.31155015262327], [126.97240372654622, 37.313803545084525], [126.9752249886063, 37.31381608998459], [126.97524065192913, 37.311562696506385], [126.97241947406772, 37.31155015262327]]]",0
수원시,Feature,다사53ab24aa,Polygon,"[[[126.97240372654622, 37.313803545084525], [126.97238797727195, 37.31605693667987], [126.97520932354007, 37.316069482596966], [126.9752249886063, 37.31381608998459], [126.97240372654622, 37.313803545084525]]]",0
수원시,Feature,다사53ab24ab,Polygon,"[[[126.97238797727195, 37.31605693667987], [126.97237222624472, 37.31831032740932], [126.97519365673026, 37.31832287434348], [126.97520932354007, 37.316069482596966], [126.97238797727195, 37.31605693667987]]]",0
수원시,Feature,다사53ab24ba,Polygon,"[[[126.97237222624472, 37.31831032740932], [126.97235647346432, 37.32056371727284], [126.97517798817661, 37.32057626522414], [126.97519365673026, 37.31832287434348], [126.97237222624472, 37.31831032740932]]]",3
수원시,Feature,다사53ab24bb,Polygon,"[[[126.97235647346432, 37.32056371727284], [126.97234071893052, 37.32281710627041], [126.97516231787898, 37.322829655238905], [126.97517798817661, 37.32057626522414], [126.97235647346432, 37.32056371727284]]]",1
수원시,Feature,다사53ab25aa,Polygon,"[[[126.97234071893052, 37.32281710627041], [126.97232496264314, 37.32507049440203], [126.97514664583716, 37.325083044387775], [126.97516231787898, 37.322829655238905], [126.97234071893052, 37.32281710627041]]]",0
수원시,Feature,다사53ab25ab,Polygon,"[[[126.97232496264314, 37.32507049440203], [126.97230920460198, 37.32732388166764], [126.97513097205089, 37.32733643267072], [126.97514664583716, 37.325083044387775], [126.97232496264314, 37.32507049440203]]]",0
수원시,Feature,다사53ab25ba,Polygon,"[[[126.97230920460198, 37.32732388166764], [126.97229344480682, 37.32957726806727], [126.97511529652002, 37.32958982008772], [126.97513097205089, 37.32733643267072], [126.97230920460198, 37.32732388166764]]]",0
수원시,Feature,다사53ab25bb,Polygon,"[[[126.97229344480682, 37.32957726806727], [126.97227768325746, 37.331830653600875], [126.9750996192443, 37.331843206638766], [126.97511529652002, 37.32958982008772], [126.97229344480682, 37.32957726806727]]]",0
수원시,Feature,다사53ba14ba,Polygon,"[[[126.97581897112828, 37.22818652930904], [126.97580337216799, 37.23043995480954], [126.97862152684505, 37.23045239506653], [126.9786370419524, 37.22819896855672], [126.97581897112828, 37.22818652930904]]]",0
수원시,Feature,다사53ba14bb,Polygon,"[[[126.97580337216799, 37.23043995480954], [126.97578777147183, 37.2326933794449], [126.9786060100111, 37.23270582071126], [126.97862152684505, 37.23045239506653], [126.97580337216799, 37.23043995480954]]]",1
수원시,Feature,다사53ba15aa,Polygon,"[[[126.97578777147183, 37.2326933794449], [126.97577216903957, 37.23494680321513], [126.97859049145046, 37.23495924549093], [126.9786060100111, 37.23270582071126], [126.97578777147183, 37.2326933794449]]]",6
수원시,Feature,다사53ba15ab,Polygon,"[[[126.97577216903957, 37.23494680321513], [126.97575656487106, 37.2372002261202], [126.97857497116286, 37.23721266940549], [126.97859049145046, 37.23495924549093], [126.97577216903957, 37.23494680321513]]]",4
수원시,Feature,다사53ba15ba,Polygon,"[[[126.97575656487106, 37.2372002261202], [126.97574095896606, 37.23945364816009], [126.97855944914811, 37.23946609245491], [126.97857497116286, 37.23721266940549], [126.97575656487106, 37.2372002261202]]]",1
수원시,Feature,다사53ba15bb,Polygon,"[[[126.97574095896606, 37.23945364816009], [126.97572535132439, 37.241707069334765], [126.978543925406, 37.24171951463919], [126.97855944914811, 37.23946609245491], [126.97574095896606, 37.23945364816009]]]",0
수원시,Feature,다사53ba16aa,Polygon,"[[[126.97572535132439, 37.241707069334765], [126.97570974194582, 37.24396048964422], [126.97852839993635, 37.243972935958325], [126.978543925406, 37.24171951463919], [126.97572535132439, 37.241707069334765]]]",0
수원시,Feature,다사53ba16ab,Polygon,"[[[126.97570974194582, 37.24396048964422], [126.97569413083015, 37.24621390908845], [126.97851287273892, 37.24622635641228], [126.97852839993635, 37.243972935958325], [126.97570974194582, 37.24396048964422]]]",1
수원시,Feature,다사53ba16ba,Polygon,"[[[126.97569413083015, 37.24621390908845], [126.9756785179772, 37.24846732766741], [126.97849734381356, 37.24847977600103], [126.97851287273892, 37.24622635641228], [126.97569413083015, 37.24621390908845]]]",0
수원시,Feature,다사53ba16bb,Polygon,"[[[126.9756785179772, 37.24846732766741], [126.97566290338675, 37.2507207453811], [126.97848181316006, 37.25073319472456], [126.97849734381356, 37.24847977600103], [126.9756785179772, 37.24846732766741]]]",2
수원시,Feature,다사53ba17aa,Polygon,"[[[126.97566290338675, 37.2507207453811], [126.9756472870586, 37.252974162229506], [126.97846628077818, 37.252986612582866], [126.97848181316006, 37.25073319472456], [126.97566290338675, 37.2507207453811]]]",2
수원시,Feature,다사53ba17ab,Polygon,"[[[126.9756472870586, 37.252974162229506], [126.97563166899255, 37.25522757821258], [126.97845074666775, 37.25524002957591], [126.97846628077818, 37.252986612582866], [126.9756472870586, 37.252974162229506]]]",0
수원시,Feature,다사53ba17ba,Polygon,"[[[126.97563166899255, 37.25522757821258], [126.9756160491884, 37.257480993330326], [126.97843521082855, 37.25749344570367], [126.97845074666775, 37.25524002957591], [126.97563166899255, 37.25522757821258]]]",0
수원시,Feature,다사53ba17bb,Polygon,"[[[126.9756160491884, 37.257480993330326], [126.97560042764596, 37.25973440758271], [126.97841967326038, 37.259746860966146], [126.97843521082855, 37.25749344570367], [126.9756160491884, 37.257480993330326]]]",0
수원시,Feature,다사53ba18aa,Polygon,"[[[126.97560042764596, 37.25973440758271], [126.97558480436498, 37.26198782096974], [126.97840413396307, 37.2620002753633], [126.97841967326038, 37.259746860966146], [126.97560042764596, 37.25973440758271]]]",0
수원시,Feature,다사53ba18ab,Polygon,"[[[126.97558480436498, 37.26198782096974], [126.9755691793453, 37.26424123349136], [126.97838859293635, 37.26425368889514], [126.97840413396307, 37.2620002753633], [126.97558480436498, 37.26198782096974]]]",1
수원시,Feature,다사53ba18ba,Polygon,"[[[126.9755691793453, 37.26424123349136], [126.9755535525867, 37.26649464514759], [126.97837305018008, 37.26650710156161], [126.97838859293635, 37.26425368889514], [126.9755691793453, 37.26424123349136]]]",3
수원시,Feature,다사53ba18bb,Polygon,"[[[126.9755535525867, 37.26649464514759], [126.97553792408897, 37.26874805593837], [126.97835750569405, 37.26876051336271], [126.97837305018008, 37.26650710156161], [126.9755535525867, 37.26649464514759]]]",3
수원시,Feature,다사53ba19aa,Polygon,"[[[126.97553792408897, 37.26874805593837], [126.97552229385195, 37.271001465863705], [126.97834195947806, 37.271013924298416], [126.97835750569405, 37.26876051336271], [126.97553792408897, 37.26874805593837]]]",2
수원시,Feature,다사53ba19ab,Polygon,"[[[126.97552229385195, 37.271001465863705], [126.97550666187537, 37.27325487492357], [126.97832641153188, 37.27326733436874], [126.97834195947806, 37.271013924298416], [126.97552229385195, 37.271001465863705]]]",7
수원시,Feature,다사53ba19ba,Polygon,"[[[126.97550666187537, 37.27325487492357], [126.97549102815907, 37.27550828311796], [126.9783108618553, 37.27552074357362], [126.97832641153188, 37.27326733436874], [126.97550666187537, 37.27325487492357]]]",3
수원시,Feature,다사53ba19bb,Polygon,"[[[126.97549102815907, 37.27550828311796], [126.97547539270285, 37.27776169044684], [126.97829531044816, 37.27777415191306], [126.9783108618553, 37.27552074357362], [126.97549102815907, 37.27550828311796]]]",9
수원시,Feature,다사53ba20aa,Polygon,"[[[126.97547539270285, 37.27776169044684], [126.97545975550649, 37.2800150969102], [126.97827975731025, 37.280027559387015], [126.97829531044816, 37.27777415191306], [126.97547539270285, 37.27776169044684]]]",4
수원시,Feature,다사53ba20ab,Polygon,"[[[126.97545975550649, 37.2800150969102], [126.97544411656979, 37.282268502508], [126.97826420244134, 37.282280965995504], [126.97827975731025, 37.280027559387015], [126.97545975550649, 37.2800150969102]]]",2
수원시,Feature,다사53ba20ba,Polygon,"[[[126.97544411656979, 37.282268502508], [126.97542847589253, 37.284521907240254], [126.97824864584123, 37.28453437173848], [126.97826420244134, 37.282280965995504], [126.97544411656979, 37.282268502508]]]",3
수원시,Feature,다사53ba20bb,Polygon,"[[[126.97542847589253, 37.284521907240254], [126.97541283347455, 37.28677531110692], [126.97823308750974, 37.286787776615945], [126.97824864584123, 37.28453437173848], [126.97542847589253, 37.284521907240254]]]",0
수원시,Feature,다사53ba21aa,Polygon,"[[[126.97541283347455, 37.28677531110692], [126.9753971893156, 37.28902871410798], [126.97821752744666, 37.289041180627855], [126.97823308750974, 37.286787776615945], [126.97541283347455, 37.28677531110692]]]",0
수원시,Feature,다사53ba21ab,Polygon,"[[[126.9753971893156, 37.28902871410798], [126.9753815434155, 37.29128211624342], [126.97820196565179, 37.29129458377422], [126.97821752744666, 37.289041180627855], [126.9753971893156, 37.28902871410798]]]",6
수원시,Feature,다사53ba21ba,Polygon,"[[[126.9753815434155, 37.29128211624342], [126.97536589577405, 37.293535517513234], [126.97818640212492, 37.29354798605498], [126.97820196565179, 37.29129458377422], [126.9753815434155, 37.29128211624342]]]",0
수원시,Feature,다사53ba21bb,Polygon,"[[[126.97536589577405, 37.293535517513234], [126.97535024639103, 37.295788917917385], [126.97817083686584, 37.29580138747016], [126.97818640212492, 37.29354798605498], [126.97536589577405, 37.293535517513234]]]",0
수원시,Feature,다사53ba22aa,Polygon,"[[[126.97535024639103, 37.295788917917385], [126.97533459526626, 37.29804231745584], [126.97815526987436, 37.29805478801972], [126.97817083686584, 37.29580138747016], [126.97535024639103, 37.295788917917385]]]",4
수원시,Feature,다사53ba22ab,Polygon,"[[[126.97533459526626, 37.29804231745584], [126.9753189423995, 37.30029571612862], [126.97813970115028, 37.30030818770364], [126.97815526987436, 37.29805478801972], [126.97533459526626, 37.29804231745584]]]",2
수원시,Feature,다사53ba22ba,Polygon,"[[[126.9753189423995, 37.30029571612862], [126.9753032877906, 37.302549113935676], [126.97812413069342, 37.302561586521925], [126.97813970115028, 37.30030818770364], [126.9753189423995, 37.30029571612862]]]",7
수원시,Feature,다사53ba22bb,Polygon,"[[[126.9753032877906, 37.302549113935676], [126.97528763143929, 37.30480251087701], [126.97810855850351, 37.30481498447451], [126.97812413069342, 37.302561586521925], [126.9753032877906, 37.302549113935676]]]",4
수원시,Feature,다사53ba23aa,Polygon,"[[[126.97528763143929, 37.30480251087701], [126.97527197334543, 37.307055906952584], [126.9780929845804, 37.307068381561415], [126.97810855850351, 37.30481498447451], [126.97528763143929, 37.30480251087701]]]",1
수원시,Feature,다사53ba23ab,Polygon,"[[[126.97527197334543, 37.307055906952584], [126.97525631350878, 37.309309302162376], [126.97807740892388, 37.3093217777826], [126.9780929845804, 37.307068381561415], [126.97527197334543, 37.307055906952584]]]",0
수원시,Feature,다사53ba23ba,Polygon,"[[[126.97525631350878, 37.309309302162376], [126.97524065192913, 37.311562696506385], [126.97806183153374, 37.31157517313805], [126.97807740892388, 37.3093217777826], [126.97525631350878, 37.309309302162376]]]",0
수원시,Feature,다사53ba23bb,Polygon,"[[[126.97524065192913, 37.311562696506385], [126.9752249886063, 37.31381608998459], [126.97804625240978, 37.31382856762776], [126.97806183153374, 37.31157517313805], [126.97524065192913, 37.311562696506385]]]",0
수원시,Feature,다사53ba24aa,Polygon,"[[[126.9752249886063, 37.31381608998459], [126.97520932354007, 37.316069482596966], [126.97803067155179, 37.316081961251705], [126.97804625240978, 37.31382856762776], [126.9752249886063, 37.31381608998459]]]",0
수원시,Feature,다사53ba24ab,Polygon,"[[[126.97520932354007, 37.316069482596966], [126.97519365673026, 37.31832287434348], [126.97801508895958, 37.31833535400985], [126.97803067155179, 37.316081961251705], [126.97520932354007, 37.316069482596966]]]",0
수원시,Feature,다사53ba24ba,Polygon,"[[[126.97519365673026, 37.31832287434348], [126.97517798817661, 37.32057626522414], [126.97799950463295, 37.320588745902185], [126.97801508895958, 37.31833535400985], [126.97519365673026, 37.31832287434348]]]",0
수원시,Feature,다사53ba24bb,Polygon,"[[[126.97517798817661, 37.32057626522414], [126.97516231787898, 37.322829655238905], [126.97798391857168, 37.322842136928706], [126.97799950463295, 37.320588745902185], [126.97517798817661, 37.32057626522414]]]",1
수원시,Feature,다사53ba25aa,Polygon,"[[[126.97516231787898, 37.322829655238905], [126.97514664583716, 37.325083044387775], [126.97796833077557, 37.325095527089374], [126.97798391857168, 37.322842136928706], [126.97516231787898, 37.322829655238905]]]",0
수원시,Feature,다사53ba25ab,Polygon,"[[[126.97514664583716, 37.325083044387775], [126.97513097205089, 37.32733643267072], [126.97795274124441, 37.327348916384175], [126.97796833077557, 37.325095527089374], [126.97514664583716, 37.325083044387775]]]",0
수원시,Feature,다사53ba25ba,Polygon,"[[[126.97513097205089, 37.32733643267072], [126.97511529652002, 37.32958982008772], [126.97793714997802, 37.3296023048131], [126.97795274124441, 37.327348916384175], [126.97513097205089, 37.32733643267072]]]",0
수원시,Feature,다사53bb14ba,Polygon,"[[[126.9786370419524, 37.22819896855672], [126.97862152684505, 37.23045239506653], [126.98143968324862, 37.23046476826799], [126.9814551145029, 37.228211340754314], [126.9786370419524, 37.22819896855672]]]",0
수원시,Feature,다사53bb14bb,Polygon,"[[[126.97862152684505, 37.23045239506653], [126.9786060100111, 37.23270582071126], [126.98142425027716, 37.232718194916664], [126.98143968324862, 37.23046476826799], [126.97862152684505, 37.23045239506653]]]",0
수원시,Feature,다사53bb15aa,Polygon,"[[[126.9786060100111, 37.23270582071126], [126.97859049145046, 37.23495924549093], [126.98140881558827, 37.23497162070031], [126.98142425027716, 37.232718194916664], [126.9786060100111, 37.23270582071126]]]",1
수원시,Feature,다사53bb15ab,Polygon,"[[[126.97859049145046, 37.23495924549093], [126.97857497116286, 37.23721266940549], [126.98139337918178, 37.237225045618914], [126.98140881558827, 37.23497162070031], [126.97859049145046, 37.23495924549093]]]",2
수원시,Feature,다사53bb15ba,Polygon,"[[[126.97857497116286, 37.23721266940549], [126.97855944914811, 37.23946609245491], [126.98137794105747, 37.239478469672456], [126.98139337918178, 37.237225045618914], [126.97857497116286, 37.23721266940549]]]",0
수원시,Feature,다사53bb15bb,Polygon,"[[[126.97855944914811, 37.23946609245491], [126.978543925406, 37.24171951463919], [126.98136250121514, 37.24173189286091], [126.98137794105747, 37.239478469672456], [126.97855944914811, 37.23946609245491]]]",0
수원시,Feature,다사53bb16aa,Polygon,"[[[126.978543925406, 37.24171951463919], [126.97852839993635, 37.243972935958325], [126.98134705965461, 37.24398531518426], [126.98136250121514, 37.24173189286091], [126.978543925406, 37.24171951463919]]]",1
수원시,Feature,다사53bb16ab,Polygon,"[[[126.97852839993635, 37.243972935958325], [126.97851287273892, 37.24622635641228], [126.98133161637566, 37.246238736642496], [126.98134705965461, 37.24398531518426], [126.97852839993635, 37.243972935958325]]]",2
수원시,Feature,다사53bb16ba,Polygon,"[[[126.97851287273892, 37.24622635641228], [126.97849734381356, 37.24847977600103], [126.98131617137811, 37.24849215723558], [126.98133161637566, 37.246238736642496], [126.97851287273892, 37.24622635641228]]]",5
수원시,Feature,다사53bb16bb,Polygon,"[[[126.97849734381356, 37.24847977600103], [126.97848181316006, 37.25073319472456], [126.98130072466172, 37.25074557696352], [126.98131617137811, 37.24849215723558], [126.97849734381356, 37.24847977600103]]]",4
수원시,Feature,다사53bb17aa,Polygon,"[[[126.97848181316006, 37.25073319472456], [126.97846628077818, 37.252986612582866], [126.98128527622632, 37.25299899582628], [126.98130072466172, 37.25074557696352], [126.97848181316006, 37.25073319472456]]]",1
수원시,Feature,다사53bb17ab,Polygon,"[[[126.97846628077818, 37.252986612582866], [126.97845074666775, 37.25524002957591], [126.9812698260717, 37.25525241382384], [126.98128527622632, 37.25299899582628], [126.97846628077818, 37.252986612582866]]]",0
수원시,Feature,다사53bb17ba,Polygon,"[[[126.97845074666775, 37.25524002957591], [126.97843521082855, 37.25749344570367], [126.98125437419763, 37.257505830956184], [126.9812698260717, 37.25525241382384], [126.97845074666775, 37.25524002957591]]]",0
수원시,Feature,다사53bb17bb,Polygon,"[[[126.97843521082855, 37.25749344570367], [126.97841967326038, 37.259746860966146], [126.981238920604, 37.25975924722329], [126.98125437419763, 37.257505830956184], [126.97843521082855, 37.25749344570367]]]",2
수원시,Feature,다사53bb18aa,Polygon,"[[[126.97841967326038, 37.259746860966146], [126.97840413396307, 37.2620002753633], [126.98122346529051, 37.26201266262515], [126.981238920604, 37.25975924722329], [126.97841967326038, 37.259746860966146]]]",0
수원시,Feature,다사53bb18ab,Polygon,"[[[126.97840413396307, 37.2620002753633], [126.97838859293635, 37.26425368889514], [126.98120800825701, 37.264266077161736], [126.98122346529051, 37.26201266262515], [126.97840413396307, 37.2620002753633]]]",0
수원시,Feature,다사53bb18ba,Polygon,"[[[126.97838859293635, 37.26425368889514], [126.97837305018008, 37.26650710156161], [126.98119254950328, 37.26651949083303], [126.98120800825701, 37.264266077161736], [126.97838859293635, 37.26425368889514]]]",1
수원시,Feature,다사53bb18bb,Polygon,"[[[126.97837305018008, 37.26650710156161], [126.97835750569405, 37.26876051336271], [126.98117708902913, 37.268772903639], [126.98119254950328, 37.26651949083303], [126.97837305018008, 37.26650710156161]]]",1
수원시,Feature,다사53bb19aa,Polygon,"[[[126.97835750569405, 37.26876051336271], [126.97834195947806, 37.271013924298416], [126.98116162683435, 37.27102631557965], [126.98117708902913, 37.268772903639], [126.97835750569405, 37.26876051336271]]]",5
수원시,Feature,다사53bb19ab,Polygon,"[[[126.97834195947806, 37.271013924298416], [126.97832641153188, 37.27326733436874], [126.98114616291873, 37.27327972665495], [126.98116162683435, 37.27102631557965], [126.97834195947806, 37.271013924298416]]]",2
수원시,Feature,다사53bb19ba,Polygon,"[[[126.97832641153188, 37.27326733436874], [126.9783108618553, 37.27552074357362], [126.98113069728211, 37.27553313686489], [126.98114616291873, 37.27327972665495], [126.97832641153188, 37.27326733436874]]]",1
수원시,Feature,다사53bb19bb,Polygon,"[[[126.9783108618553, 37.27552074357362], [126.97829531044816, 37.27777415191306], [126.98111522992426, 37.27778654620942], [126.98113069728211, 37.27553313686489], [126.9783108618553, 37.27552074357362]]]",1
수원시,Feature,다사53bb20aa,Polygon,"[[[126.97829531044816, 37.27777415191306], [126.97827975731025, 37.280027559387015], [126.98109976084497, 37.28003995468855], [126.98111522992426, 37.27778654620942], [126.97829531044816, 37.27777415191306]]]",3
수원시,Feature,다사53bb20ab,Polygon,"[[[126.97827975731025, 37.280027559387015], [126.97826420244134, 37.282280965995504], [126.98108429004407, 37.28229336230227], [126.98109976084497, 37.28003995468855], [126.97827975731025, 37.280027559387015]]]",1
수원시,Feature,다사53bb20ba,Polygon,"[[[126.97826420244134, 37.282280965995504], [126.97824864584123, 37.28453437173848], [126.98106881752132, 37.284546769050536], [126.98108429004407, 37.28229336230227], [126.97826420244134, 37.282280965995504]]]",1
수원시,Feature,다사53bb20bb,Polygon,"[[[126.97824864584123, 37.28453437173848], [126.97823308750974, 37.286787776615945], [126.98105334327653, 37.28680017493335], [126.98106881752132, 37.284546769050536], [126.97824864584123, 37.28453437173848]]]",2
