year,month,day,hour,주야,요일,city,district,accident_type,lon,lat,datetime
2012,01,13,16,주간,화,서울,강서구,차량단독,126.82199465,37.54415531,2012-01-13 16:00:00
2012,07,09,10,주간,월,서울,서초구,차대차,127.05144261,37.45103974,2012-07-09 10:00:00
2012,01,01,01,야간,일,서울,은평구,차대사람,126.93187672,37.61284962,2012-01-01 01:00:00
2012,08,28,04,야간,화,서울,서초구,차대차,127.05133623,37.45181451,2012-08-28 04:00:00
2012,01,07,23,야간,일,서울,강남구,차대차,127.05085267,37.50051332,2012-01-07 23:00:00
2012,01,11,21,야간,수,서울,중랑구,차대사람,127.0932003,37.59818414,2012-01-11 21:00:00
2012,06,08,04,야간,금,서울,송파구,차대차,127.13976902,37.49504921,2012-06-08 04:00:00
2012,01,12,04,야간,목,서울,관악구,차대사람,126.94352222,37.48218256,2012-01-12 04:00:00
2012,01,07,09,주간,토,서울,동작구,차대차,126.90622325,37.48887835,2012-01-07 09:00:00
2012,01,11,20,야간,수,서울,송파구,차대사람,127.12215257,37.48658446,2012-01-11 20:00:00
2012,01,01,02,야간,일,서울,중구,차대차,126.99234479,37.56818425,2012-01-01 02:00:00
2012,05,20,14,주간,일,서울,강북구,차량단독,127.03670794,37.6125326,2012-05-20 14:00:00
2012,06,06,10,주간,수,서울,양천구,차대차,126.87710779,37.52419662,2012-06-06 10:00:00
2012,04,30,08,주간,월,서울,강동구,차대차,127.14362484,37.55015195,2012-04-30 08:00:00
2012,01,01,02,야간,일,서울,서초구,차대사람,127.0348466,37.48369509,2012-01-01 02:00:00
2012,01,03,07,주간,화,서울,관악구,차대차,126.93730921,37.46454058,2012-01-03 07:00:00
2012,05,08,22,야간,화,서울,성동구,차대사람,127.05313264,37.53936142,2012-05-08 22:00:00
2012,05,04,01,야간,금,서울,서대문구,차대사람,126.94679133,37.58633094,2012-05-04 01:00:00
2012,06,06,19,야간,수,서울,구로구,차대차,126.8852497,37.50703249,2012-06-06 19:00:00
2012,06,04,18,야간,월,서울,금천구,차대사람,126.90114473,37.45480842,2012-06-04 18:00:00
2012,06,14,05,야간,목,서울,구로구,차대사람,126.85634455,37.49745038,2012-06-14 05:00:00
2012,05,22,17,주간,화,서울,영등포구,차대사람,126.89561996,37.5216879,2012-05-22 17:00:00
2012,06,01,20,야간,금,서울,금천구,차대사람,126.91417281,37.45007848,2012-06-01 20:00:00
2012,06,08,17,주간,금,서울,강남구,차대사람,127.03308793,37.48639224,2012-06-08 17:00:00
2012,06,15,13,주간,금,서울,송파구,차대차,127.11370083,37.51993452,2012-06-15 13:00:00
2012,04,28,05,야간,토,서울,은평구,차량단독,126.92239531,37.58619605,2012-04-28 05:00:00
2012,05,02,06,주간,수,서울,중랑구,차대사람,127.07520281,37.59365006,2012-05-02 06:00:00
2012,05,19,01,야간,토,서울,영등포구,차대차,126.9260552,37.5269594,2012-05-19 01:00:00
2012,06,05,23,야간,화,서울,서대문구,차대차,126.94358745,37.58917313,2012-06-05 23:00:00
2012,06,04,11,주간,월,서울,강남구,차대차,127.06521974,37.50459615,2012-06-04 11:00:00
2012,06,08,20,야간,금,서울,성동구,차대차,127.05768208,37.53377212,2012-06-08 20:00:00
2012,05,22,03,야간,화,서울,동작구,차대차,126.94765444,37.50316751,2012-05-22 03:00:00
2012,06,05,15,주간,화,서울,영등포구,차대차,126.8967413,37.5131308,2012-06-05 15:00:00
2012,06,07,11,주간,목,서울,은평구,차대차,126.91916336,37.63040886,2012-06-07 11:00:00
2012,04,28,20,야간,토,서울,양천구,차대사람,126.86365318,37.54003367,2012-04-28 20:00:00
2012,05,03,18,야간,목,서울,금천구,차대차,126.88962647,37.47390336,2012-05-03 18:00:00
2012,05,12,08,주간,토,서울,송파구,차대차,127.07062712,37.51065503,2012-05-12 08:00:00
2012,05,20,01,야간,일,서울,성동구,차대사람,127.05441658,37.54995716,2012-05-20 01:00:00
2012,05,27,05,야간,일,서울,강서구,차량단독,126.82270179,37.55858085,2012-05-27 05:00:00
2012,05,19,06,주간,토,서울,강남구,차대차,127.06744721,37.50091776,2012-05-19 06:00:00
2012,05,27,03,야간,일,서울,영등포구,차대차,126.91250633,37.51854627,2012-05-27 03:00:00
2012,06,04,08,주간,월,서울,동대문구,차대차,127.07239885,37.57886686,2012-06-04 08:00:00
2012,06,09,15,주간,토,서울,도봉구,차대차,127.04172416,37.63150738,2012-06-09 15:00:00
2012,05,02,09,주간,수,서울,광진구,차대사람,127.08663806,37.53728415,2012-05-02 09:00:00
2012,05,18,19,야간,금,서울,서대문구,차대차,126.96157746,37.55887223,2012-05-18 19:00:00
2012,05,05,23,야간,토,서울,금천구,차대사람,126.91258639,37.46210377,2012-05-05 23:00:00
2012,06,09,22,야간,토,서울,서초구,차대차,126.98210361,37.48535951,2012-06-09 22:00:00
2012,04,18,13,주간,수,서울,종로구,차대사람,126.98591819,37.5773051,2012-04-18 13:00:00
2012,03,13,23,야간,화,서울,관악구,차대사람,126.96883944,37.47523243,2012-03-13 23:00:00
2012,03,09,11,주간,금,서울,중랑구,차대사람,127.09269214,37.58957453,2012-03-09 11:00:00
2012,03,20,00,야간,화,서울,강남구,차대차,127.06514815,37.50523585,2012-03-20 00:00:00
2012,03,31,00,야간,토,서울,영등포구,차대차,126.90514284,37.53238119,2012-03-31 00:00:00
2012,04,04,02,야간,수,서울,송파구,차대사람,127.1115797,37.49031787,2012-04-04 02:00:00
2012,02,29,22,야간,수,서울,동작구,차대사람,126.96940062,37.48543835,2012-02-29 22:00:00
2012,03,23,19,야간,금,서울,영등포구,차대사람,126.90451852,37.49843314,2012-03-23 19:00:00
2012,03,29,07,주간,목,서울,강서구,차대사람,126.81533222,37.56835394,2012-03-29 07:00:00
2012,03,06,02,야간,화,서울,성동구,차대사람,127.03868584,37.5582703,2012-03-06 02:00:00
2012,03,19,22,야간,월,서울,서초구,차대사람,127.01567858,37.50409695,2012-03-19 22:00:00
2012,03,24,21,야간,토,서울,마포구,차대사람,126.90310275,37.55686951,2012-03-24 21:00:00
2012,03,14,23,야간,수,서울,서초구,차대차,126.99741863,37.47358177,2012-03-14 23:00:00
2012,03,20,02,야간,화,서울,강남구,차대사람,127.04039514,37.50668346,2012-03-20 02:00:00
2012,04,19,21,야간,목,서울,관악구,차대차,126.91927866,37.47257459,2012-04-19 21:00:00
2012,04,22,04,야간,일,서울,강남구,차대사람,127.05590603,37.522156,2012-04-22 04:00:00
2012,03,12,23,야간,월,서울,중랑구,차대사람,127.1003954,37.59999339,2012-03-12 23:00:00
2012,04,14,20,야간,토,서울,용산구,차대사람,126.97206166,37.55569275,2012-04-14 20:00:00
2012,04,13,07,주간,금,서울,금천구,차대사람,126.9054946,37.4566331,2012-04-13 07:00:00
2012,04,17,06,주간,화,서울,금천구,차대차,126.89764841,37.46640918,2012-04-17 06:00:00
2012,03,15,17,주간,목,서울,동대문구,차대사람,127.0357998,37.57816077,2012-03-15 17:00:00
2012,04,02,12,주간,월,서울,서초구,차대차,127.01154758,37.50257468,2012-04-02 12:00:00
2012,04,04,20,야간,수,서울,영등포구,차대사람,126.90829473,37.49729838,2012-04-04 20:00:00
2012,04,09,07,주간,월,서울,강서구,차대사람,126.84395767,37.53226445,2012-04-09 07:00:00
2012,03,09,19,야간,금,서울,양천구,차대사람,126.83840834,37.52111988,2012-03-09 19:00:00
2012,03,05,22,야간,월,서울,종로구,차대사람,126.96405074,37.57239466,2012-03-05 22:00:00
2012,03,10,04,야간,토,서울,서초구,차대사람,127.02001521,37.51064048,2012-03-10 04:00:00
2012,03,15,01,야간,목,서울,영등포구,차대사람,126.91776616,37.52610761,2012-03-15 01:00:00
2012,03,23,19,야간,금,서울,금천구,차대사람,126.88231614,37.48268965,2012-03-23 19:00:00
2012,03,16,19,야간,금,서울,은평구,차대사람,126.91560478,37.60290051,2012-03-16 19:00:00
2012,03,25,14,주간,일,서울,서대문구,차대차,126.91695128,37.5682596,2012-03-25 14:00:00
2012,04,07,05,야간,토,서울,종로구,차대사람,126.97681891,37.56996423,2012-04-07 05:00:00
2012,04,09,22,야간,월,서울,금천구,차대사람,126.89926012,37.47132077,2012-04-09 22:00:00
2012,04,21,09,주간,토,서울,동대문구,차대사람,127.06648701,37.56128702,2012-04-21 09:00:00
2012,03,06,01,야간,화,서울,강남구,차대사람,127.04150143,37.50524558,2012-03-06 01:00:00
2012,06,01,21,야간,금,서울,중구,차대사람,126.99290432,37.55580213,2012-06-01 21:00:00
2012,06,04,16,주간,월,서울,영등포구,차대사람,126.8779694,37.51719767,2012-06-04 16:00:00
2012,05,22,01,야간,화,서울,서초구,차대사람,127.02429225,37.50529471,2012-05-22 01:00:00
2012,05,04,18,야간,금,서울,강서구,차대사람,126.84988526,37.54826907,2012-05-04 18:00:00
2012,05,04,10,주간,금,서울,관악구,차대차,126.98306898,37.47165405,2012-05-04 10:00:00
2012,05,17,00,야간,목,서울,중랑구,차대사람,127.07241135,37.61231584,2012-05-17 00:00:00
2012,05,19,03,야간,토,서울,강동구,차대사람,127.12626328,37.53783984,2012-05-19 03:00:00
2012,05,23,07,주간,수,서울,구로구,차량단독,126.85630917,37.48839159,2012-05-23 07:00:00
2012,03,30,10,주간,금,서울,강북구,차대사람,127.01142834,37.66295059,2012-03-30 10:00:00
2012,04,23,05,야간,월,서울,금천구,차량단독,126.87878136,37.47519888,2012-04-23 05:00:00
2012,03,24,17,주간,토,서울,중랑구,차대사람,127.07782962,37.6119027,2012-03-24 17:00:00
2012,04,05,00,야간,목,서울,양천구,차대사람,126.86387417,37.54999472,2012-04-05 00:00:00
2012,04,21,11,주간,토,서울,영등포구,차대차,126.88041518,37.52385347,2012-04-21 11:00:00
2012,04,07,03,야간,토,서울,양천구,차대차,126.83085053,37.51460562,2012-04-07 03:00:00
2012,04,18,18,야간,수,서울,광진구,차대사람,127.07167004,37.54792086,2012-04-18 18:00:00
2012,04,18,14,주간,수,서울,영등포구,차대사람,126.90865401,37.4876016,2012-04-18 14:00:00
2012,04,18,13,주간,수,서울,중구,차대사람,126.96441377,37.55332381,2012-04-18 13:00:00
2012,03,07,00,야간,수,서울,은평구,차대사람,126.93516463,37.60208539,2012-03-07 00:00:00
2012,03,31,05,야간,토,서울,구로구,차량단독,126.88231294,37.49269467,2012-03-31 05:00:00
2012,04,05,13,주간,목,서울,중랑구,차대차,127.07248812,37.59296425,2012-04-05 13:00:00
2012,04,17,03,야간,화,서울,구로구,차대차,126.84497258,37.5042111,2012-04-17 03:00:00
2012,04,21,21,야간,토,서울,서초구,차대사람,126.98275814,37.49378107,2012-04-21 21:00:00
2012,03,07,22,야간,화,서울,서초구,차대사람,127.03755973,37.46191078,2012-03-07 22:00:00
2012,03,25,01,야간,일,서울,송파구,차대차,127.10792163,37.5192665,2012-03-25 01:00:00
2012,04,14,19,야간,토,서울,강서구,차대사람,126.8470007,37.53114562,2012-04-14 19:00:00
2012,03,09,19,야간,금,서울,구로구,차대사람,126.85623247,37.48810274,2012-03-09 19:00:00
2012,03,09,14,주간,금,서울,금천구,차량단독,126.90340326,37.442345,2012-03-09 14:00:00
2012,02,19,18,야간,일,서울,도봉구,차대사람,127.04637017,37.67447399,2012-02-19 18:00:00
2012,03,02,11,주간,금,서울,중랑구,차대차,127.07209291,37.61647889,2012-03-02 11:00:00
2012,01,26,14,주간,목,서울,용산구,차량단독,127.00556724,37.52759847,2012-01-26 14:00:00
2012,02,17,23,야간,금,서울,중구,차대차,126.97295169,37.56274526,2012-02-17 23:00:00
2012,01,19,02,야간,목,서울,서대문구,차량단독,126.92207389,37.57209748,2012-01-19 02:00:00
2012,01,28,13,주간,토,서울,광진구,차대사람,127.09463121,37.53484214,2012-01-28 13:00:00
2012,02,03,05,야간,금,서울,광진구,차량단독,127.11062107,37.54856049,2012-02-03 05:00:00
2012,02,10,05,야간,금,서울,영등포구,차대사람,126.90352989,37.52031299,2012-02-10 05:00:00
2012,02,24,14,주간,금,서울,성북구,차대차,127.03098263,37.58420779,2012-02-24 14:00:00
2012,01,20,23,야간,금,서울,영등포구,차대사람,126.92024942,37.51378934,2012-01-20 23:00:00
2012,01,15,03,야간,일,서울,구로구,차대차,126.88126985,37.51491656,2012-01-15 03:00:00
2012,01,26,10,주간,목,서울,강서구,차대사람,126.82674655,37.55953237,2012-01-26 10:00:00
2013,01,07,20,야간,월,서울,마포구,차대차,126.88191548,37.58338525,2013-01-07 20:00:00
2013,01,13,16,주간,일,서울,영등포구,차대차,126.90490091,37.52009457,2013-01-13 16:00:00
2013,01,19,23,야간,토,서울,강동구,차대차,127.1798956,37.55850324,2013-01-19 23:00:00
2013,01,28,07,주간,월,서울,종로구,차대사람,126.98774341,37.57041774,2013-01-28 07:00:00
2013,01,13,06,주간,일,서울,종로구,차대사람,127.01878301,37.57386531,2013-01-13 06:00:00
2013,01,15,19,야간,화,서울,마포구,차대차,126.96144253,37.55087666,2013-01-15 19:00:00
2013,01,16,06,주간,수,서울,서대문구,차대사람,126.96243921,37.57020067,2013-01-16 06:00:00
2013,01,19,19,야간,토,서울,성북구,차대사람,127.02204402,37.60086212,2013-01-19 19:00:00
2013,01,30,07,주간,수,서울,성북구,차대사람,127.02192703,37.6063986,2013-01-30 07:00:00
2013,07,16,14,주간,화,서울,송파구,차대차,127.1333145,37.47782231,2013-07-16 14:00:00
2012,02,11,01,야간,금,서울,종로구,차대사람,127.00387579,37.57107252,2012-02-11 01:00:00
2012,02,11,17,주간,토,서울,동대문구,차대사람,127.02572215,37.57430801,2012-02-11 17:00:00
2012,02,25,09,주간,토,서울,강서구,차대사람,126.80552426,37.56488057,2012-02-25 09:00:00
2012,02,13,19,야간,월,서울,성북구,차대사람,127.0363622,37.59156599,2012-02-13 19:00:00
2012,02,13,14,주간,월,서울,구로구,차대사람,126.88711205,37.48266956,2012-02-13 14:00:00
2012,04,05,17,주간,목,서울,은평구,차대차,126.9276943,37.62339308,2012-04-05 17:00:00
2012,04,20,03,야간,금,서울,양천구,차량단독,126.86009933,37.52938758,2012-04-20 03:00:00
2012,02,28,23,야간,화,서울,용산구,차대사람,126.97236719,37.55250334,2012-02-28 23:00:00
2012,02,04,06,주간,토,서울,동작구,차대사람,126.93951585,37.51580222,2012-02-04 06:00:00
2012,02,12,05,야간,일,서울,강북구,차대사람,127.03680975,37.61256004,2012-02-12 05:00:00
2012,01,21,02,야간,토,서울,용산구,차대사람,126.97369623,37.53415778,2012-01-21 02:00:00
2012,02,13,11,주간,월,서울,광진구,차대차,127.07365255,37.55960054,2012-02-13 11:00:00
2012,02,12,23,야간,일,서울,성동구,차대차,127.04617672,37.55153019,2012-02-12 23:00:00
2012,02,25,02,야간,토,서울,중랑구,차대차,127.07962218,37.60141746,2012-02-25 02:00:00
2012,01,18,11,주간,수,서울,관악구,차대사람,126.94253422,37.47967213,2012-01-18 11:00:00
2012,01,15,12,주간,일,서울,양천구,차대차,126.824858,37.53292294,2012-01-15 12:00:00
2012,01,15,00,야간,일,서울,마포구,차대사람,126.9196902,37.55384256,2012-01-15 00:00:00
2012,02,06,13,주간,월,서울,관악구,차대사람,126.93088726,37.46739417,2012-02-06 13:00:00
2012,01,26,15,주간,목,서울,양천구,차대차,126.86739339,37.51668181,2012-01-26 15:00:00
2012,02,01,19,야간,수,서울,동대문구,차대사람,127.05784743,37.57284633,2012-02-01 19:00:00
2012,02,06,07,주간,월,서울,중랑구,차대사람,127.07954187,37.58146136,2012-02-06 07:00:00
2012,02,16,14,주간,목,서울,마포구,차대사람,126.91140001,37.56428417,2012-02-16 14:00:00
2012,02,22,17,주간,수,서울,노원구,차대사람,127.057248,37.66443842,2012-02-22 17:00:00
2012,01,22,04,야간,일,서울,강남구,차대차,127.0214053,37.5108985,2012-01-22 04:00:00
2013,01,10,22,야간,목,서울,강남구,차대차,127.02291407,37.52984208,2013-01-10 22:00:00
2013,01,07,07,주간,월,서울,영등포구,차대사람,126.90489428,37.53232586,2013-01-07 07:00:00
2013,01,08,08,주간,화,서울,마포구,차대사람,126.92360202,37.55748513,2013-01-08 08:00:00
2013,01,17,19,야간,목,서울,동대문구,차대사람,127.04307448,37.58678799,2013-01-17 19:00:00
2013,02,11,09,주간,월,서울,노원구,차량단독,127.08273582,37.63417428,2013-02-11 09:00:00
2013,10,23,11,주간,수,서울,송파구,차량단독,127.13332497,37.47799361,2013-10-23 11:00:00
2012,02,03,22,야간,금,서울,관악구,차대사람,126.92985536,37.48860717,2012-02-03 22:00:00
2013,01,22,00,야간,화,서울,노원구,차대사람,127.09475846,37.62627537,2013-01-22 00:00:00
2013,01,21,22,야간,월,서울,강동구,차대사람,127.14017633,37.51861022,2013-01-21 22:00:00
2013,01,30,05,야간,수,서울,종로구,차대사람,126.98939697,37.57037984,2013-01-30 05:00:00
2013,02,02,23,야간,토,서울,동대문구,차대차,127.05740553,37.57288974,2013-02-02 23:00:00
2012,02,15,03,야간,수,서울,금천구,차대차,126.89847792,37.47578752,2012-02-15 03:00:00
2012,01,14,18,야간,토,서울,중구,차대사람,126.99862395,37.56224416,2012-01-14 18:00:00
2012,01,16,17,주간,월,서울,마포구,차대사람,126.94737123,37.54004052,2012-01-16 17:00:00
2012,02,04,12,주간,토,서울,동대문구,차대사람,127.05820995,37.59007243,2012-02-04 12:00:00
2013,01,10,09,주간,목,서울,강서구,차대차,126.83234145,37.56188059,2013-01-10 09:00:00
2013,03,05,02,야간,화,서울,금천구,차대차,126.89799474,37.4457788,2013-03-05 02:00:00
2013,02,02,06,주간,토,서울,마포구,차대사람,126.90412594,37.57482044,2013-02-02 06:00:00
2013,01,31,22,야간,목,서울,송파구,차대사람,127.12683114,37.47153752,2013-01-31 22:00:00
2013,02,13,03,야간,수,서울,마포구,차량단독,126.87726112,37.57107641,2013-02-13 03:00:00
2013,01,22,23,야간,화,서울,강남구,차대사람,127.04829697,37.51159028,2013-01-22 23:00:00
2012,12,21,12,주간,금,서울,금천구,차대사람,126.90341843,37.44043418,2012-12-21 12:00:00
2012,01,27,16,주간,금,서울,은평구,차대사람,126.93158053,37.60859388,2012-01-27 16:00:00
2012,11,30,19,야간,금,서울,구로구,차대차,126.82854804,37.4987919,2012-11-30 19:00:00
2012,01,04,05,야간,수,서울,강남구,차대사람,127.05242269,37.48956775,2012-01-04 05:00:00
2012,11,21,00,야간,수,서울,동작구,차량단독,126.97202141,37.48431437,2012-11-21 00:00:00
2012,02,04,13,주간,토,서울,양천구,차대사람,126.83530782,37.52492419,2012-02-04 13:00:00
2012,02,07,11,주간,화,서울,강동구,차대차,127.12711893,37.5478566,2012-02-07 11:00:00
2012,02,20,06,주간,월,서울,강남구,차대차,127.04406957,37.49969414,2012-02-20 06:00:00
2012,02,17,16,주간,금,서울,영등포구,차대사람,126.9029449,37.53549778,2012-02-17 16:00:00
2013,01,09,07,주간,수,서울,마포구,차대사람,126.9081389,37.55799451,2013-01-09 07:00:00
2013,05,05,09,주간,일,서울,강서구,차대차,126.8522345,37.5567456,2013-05-05 09:00:00
2013,05,15,04,야간,수,서울,종로구,차량단독,126.9522411,37.60926844,2013-05-15 04:00:00
2013,05,15,13,주간,수,서울,서초구,차대차,127.04966074,37.46160599,2013-05-15 13:00:00
2013,05,15,16,주간,수,서울,강동구,차대사람,127.14070667,37.5401651,2013-05-15 16:00:00
2013,05,21,23,야간,화,서울,구로구,차대사람,126.88706676,37.48129025,2013-05-21 23:00:00
2012,12,09,13,주간,일,서울,양천구,차대차,126.86430423,37.50867025,2012-12-09 13:00:00
2013,04,27,14,주간,토,서울,서초구,차대차,127.07168297,37.42876988,2013-04-27 14:00:00
2013,01,10,21,야간,목,서울,송파구,차대사람,127.13388141,37.49839319,2013-01-10 21:00:00
2012,02,20,17,주간,월,서울,은평구,차대사람,126.88457751,37.58883514,2012-02-20 17:00:00
2012,03,02,19,야간,금,서울,양천구,차대사람,126.87256315,37.52903083,2012-03-02 19:00:00
2012,12,14,20,야간,금,서울,양천구,차대사람,126.85377981,37.51806829,2012-12-14 20:00:00
2013,09,30,00,야간,월,서울,서초구,차대차,127.05467493,37.44742847,2013-09-30 00:00:00
2013,05,20,17,주간,월,서울,송파구,차대사람,127.10997452,37.50532927,2013-05-20 17:00:00
2012,04,16,14,주간,월,서울,영등포구,차대사람,126.91998271,37.49853712,2012-04-16 14:00:00
2012,10,28,07,주간,일,서울,성북구,차량단독,127.01349612,37.59971224,2012-10-28 07:00:00
2012,07,06,03,야간,금,서울,종로구,차대차,126.96861195,37.56796264,2012-07-06 03:00:00
2012,11,20,22,야간,화,서울,노원구,차대차,127.06053992,37.6541755,2012-11-20 22:00:00
2012,11,03,10,주간,토,서울,도봉구,차대차,127.03924177,37.66276508,2012-11-03 10:00:00
2012,12,26,11,주간,수,서울,영등포구,차대사람,126.90405107,37.52877029,2012-12-26 11:00:00
2012,11,05,00,야간,월,서울,광진구,차대차,127.07446098,37.56079324,2012-11-05 00:00:00
2012,12,16,07,주간,일,서울,금천구,차대사람,126.9032546,37.47244067,2012-12-16 07:00:00
2012,12,12,10,주간,수,서울,양천구,차대사람,126.83157261,37.53640428,2012-12-12 10:00:00
2013,02,07,22,야간,목,서울,종로구,차대사람,127.01249866,37.57200979,2013-02-07 22:00:00
2013,02,09,01,야간,토,서울,광진구,차대사람,127.07339568,37.55897768,2013-02-09 01:00:00
2012,12,19,17,주간,수,서울,서초구,차대사람,126.98267143,37.49487133,2012-12-19 17:00:00
2012,09,06,05,야간,목,서울,송파구,차대차,127.13681864,37.49692402,2012-09-06 05:00:00
2012,07,24,20,야간,화,서울,광진구,차대사람,127.08727757,37.54036902,2012-07-24 20:00:00
2013,05,13,23,야간,월,서울,노원구,차대사람,127.06264012,37.64788296,2013-05-13 23:00:00
2012,11,06,19,야간,화,서울,구로구,차대차,126.88303137,37.5098692,2012-11-06 19:00:00
2012,12,30,00,야간,일,서울,관악구,차대차,126.96522902,37.47401734,2012-12-30 00:00:00
2012,12,22,07,주간,토,서울,도봉구,차대사람,127.04037572,37.66274246,2012-12-22 07:00:00
2013,02,07,00,야간,목,서울,성동구,차대사람,127.02474356,37.55543884,2013-02-07 00:00:00
2013,05,06,10,주간,월,서울,강남구,차대사람,127.06490298,37.47923969,2013-05-06 10:00:00
2013,05,08,00,야간,수,서울,서초구,차대사람,126.98212075,37.48615278,2013-05-08 00:00:00
2013,01,03,04,야간,목,서울,송파구,차량단독,127.07263264,37.51810752,2013-01-03 04:00:00
2013,04,23,03,야간,화,서울,강남구,차량단독,127.05545545,37.4740938,2013-04-23 03:00:00
2013,05,09,13,주간,목,서울,영등포구,차량단독,126.91399277,37.50500632,2013-05-09 13:00:00
2012,11,21,02,야간,수,서울,중구,차량단독,126.99544316,37.55875141,2012-11-21 02:00:00
2012,11,14,21,야간,수,서울,구로구,차량단독,126.83576634,37.48851223,2012-11-14 21:00:00
2012,12,12,14,주간,수,서울,마포구,차대차,126.91366134,37.55458793,2012-12-12 14:00:00
2012,11,29,21,야간,목,서울,서대문구,차대차,126.9080165,37.57260468,2012-11-29 21:00:00
2012,12,22,09,주간,토,서울,관악구,차대차,126.93560704,37.48639041,2012-12-22 09:00:00
2012,02,06,20,야간,월,서울,노원구,차대사람,127.075917,37.66535427,2012-02-06 20:00:00
2012,02,06,20,야간,월,서울,도봉구,차대차,127.03406541,37.64743106,2012-02-06 20:00:00
2012,02,14,06,주간,화,서울,영등포구,차대사람,126.9046882,37.51980507,2012-02-14 06:00:00
2012,01,15,06,주간,일,서울,강동구,차대사람,127.17413691,37.54710338,2012-01-15 06:00:00
2012,07,03,21,야간,화,서울,은평구,차대차,126.88711783,37.58707272,2012-07-03 21:00:00
2012,07,15,04,야간,일,서울,동대문구,차량단독,127.07125628,37.56086277,2012-07-15 04:00:00
2013,04,24,18,야간,수,서울,구로구,차대차,126.8231928,37.48044587,2013-04-24 18:00:00
2012,06,06,12,주간,수,서울,용산구,차대사람,126.96661376,37.53374744,2012-06-06 12:00:00
2012,12,13,00,야간,목,서울,마포구,차대사람,126.8689258,37.57788233,2012-12-13 00:00:00
2012,12,14,15,주간,금,서울,강서구,차량단독,126.80947254,37.56280361,2012-12-14 15:00:00
2012,12,01,14,주간,토,서울,강북구,차대차,127.03766704,37.61317631,2012-12-01 14:00:00
2013,02,20,09,주간,수,서울,강서구,차대차,126.86288053,37.56298674,2013-02-20 09:00:00
2012,01,25,00,야간,수,서울,동작구,차대차,126.92883079,37.51322724,2012-01-25 00:00:00
2012,02,05,14,주간,일,서울,은평구,차대사람,126.88493899,37.5889542,2012-02-05 14:00:00
2012,02,09,15,주간,목,서울,광진구,차대차,127.07764445,37.52836496,2012-02-09 15:00:00
2012,02,09,01,야간,목,서울,강동구,차대차,127.13422161,37.53532294,2012-02-09 01:00:00
2012,02,23,03,야간,목,서울,송파구,차량단독,127.08227078,37.51665476,2012-02-23 03:00:00
2013,08,23,04,야간,금,서울,강동구,차대차,127.18162054,37.54426649,2013-08-23 04:00:00
2012,03,19,01,야간,월,서울,구로구,차대차,126.87401635,37.50545922,2012-03-19 01:00:00
2012,01,20,00,야간,금,서울,강서구,차대차,126.83915869,37.54125115,2012-01-20 00:00:00
2012,01,18,18,야간,수,서울,중구,차대사람,126.9649959,37.55899593,2012-01-18 18:00:00
2013,05,01,19,야간,수,서울,은평구,차대사람,126.93854159,37.59743257,2013-05-01 19:00:00
2013,05,11,20,야간,토,서울,관악구,차대사람,126.93271759,37.46761029,2013-05-11 20:00:00
2013,05,15,09,주간,수,서울,강남구,차대사람,127.06034088,37.48379271,2013-05-15 09:00:00
2013,05,13,15,주간,월,서울,강북구,차대차,127.02779473,37.63879836,2013-05-13 15:00:00
2012,11,17,23,야간,토,서울,은평구,차대사람,126.91701495,37.62398075,2012-11-17 23:00:00
2012,11,05,02,야간,월,서울,동작구,차대사람,126.97451295,37.50485841,2012-11-05 02:00:00
2012,12,26,23,야간,수,서울,강동구,차대차,127.17158534,37.55585748,2012-12-26 23:00:00
2013,02,19,02,야간,화,서울,서초구,차대차,127.02520075,37.48510791,2013-02-19 02:00:00
2012,10,28,16,주간,일,서울,도봉구,차대사람,127.04298713,37.66584418,2012-10-28 16:00:00
2012,10,27,21,야간,토,서울,금천구,차대차,126.87373228,37.48528543,2012-10-27 21:00:00
2012,06,19,20,야간,화,서울,강동구,차대사람,127.12615126,37.54667277,2012-06-19 20:00:00
2013,04,26,01,야간,금,서울,강서구,차대차,126.79834478,37.58305416,2013-04-26 01:00:00
2013,04,25,23,야간,목,서울,영등포구,차대사람,126.89731747,37.5005779,2013-04-25 23:00:00
2012,10,31,12,주간,수,서울,송파구,차대사람,127.10946488,37.49456533,2012-10-31 12:00:00
2013,02,17,18,야간,일,서울,은평구,차대사람,126.89543716,37.58216726,2013-02-17 18:00:00
2013,05,07,08,주간,화,서울,구로구,차대차,126.84714453,37.49775142,2013-05-07 08:00:00
2012,05,22,13,주간,화,서울,서대문구,차대사람,126.9368269,37.55588147,2012-05-22 13:00:00
2012,11,14,02,야간,수,서울,금천구,차대사람,126.89855604,37.47450799,2012-11-14 02:00:00
2012,11,14,18,야간,수,서울,강남구,차대사람,127.03263995,37.48749013,2012-11-14 18:00:00
2012,11,18,20,야간,일,서울,구로구,차대사람,126.831566,37.49147202,2012-11-18 20:00:00
2013,12,06,06,주간,금,서울,영등포구,차대사람,126.90518562,37.52271894,2013-12-06 06:00:00
2013,10,26,21,야간,토,서울,양천구,차대차,126.85372199,37.51821219,2013-10-26 21:00:00
2013,10,28,12,주간,월,서울,강서구,차대차,126.87048118,37.54782184,2013-10-28 12:00:00
2013,11,07,05,야간,목,서울,광진구,차대차,127.0692597,37.55168876,2013-11-07 05:00:00
2013,04,29,02,야간,월,서울,서대문구,차대차,126.95293727,37.59620224,2013-04-29 02:00:00
